Year                Month               DOM                 INTER               TOTAL               
2010                1                   978,151             99,246              1,077,397           
2010                2                   960,453             91,934              1,052,387           
2010                3                   1,213,980           119,637             1,333,617           
2010                4                   1,174,651           105,828             1,280,479           
2010                5                   1,212,309           120,297             1,332,606           
2010                6                   1,296,233           143,550             1,439,783           
2010                7                   1,343,343           139,564             1,482,907           
2010                8                   1,335,381           138,423             1,473,804           
2010                9                   1,142,543           121,177             1,263,720           
2010                10                  1,253,770           123,479             1,377,249           
2010                11                  1,145,298           103,902             1,249,200           
2010                12                  1,125,382           118,240             1,243,622           
2010                TOTAL               14,181,494          1,425,277           15,606,771          
2011                1                   997,821             111,567             1,109,388           
2011                2                   939,858             90,485              1,030,343           
2011                3                   1,235,293           120,707             1,356,000           
2011                4                   1,161,321           117,817             1,279,138           
2011                5                   1,210,040           132,356             1,342,396           
2011                6                   1,285,595           148,736             1,434,331           
2011                7                   1,363,116           150,445             1,513,561           
2011                8                   1,329,728           152,330             1,482,058           
2011                9                   1,152,936           124,306             1,277,242           
2011                10                  1,242,541           120,213             1,362,754           
2011                11                  1,164,409           103,719             1,268,128           
2011                12                  1,113,048           122,137             1,235,185           
2011                TOTAL               14,195,706          1,494,818           15,690,524          
2012                1                   976,869             110,780             1,087,649           
2012                2                   989,009             102,331             1,091,340           
2012                3                   1,248,624           136,637             1,385,261           
2012                4                   1,165,244           113,801             1,279,045           
2012                5                   1,189,411           141,740             1,331,151           
2012                6                   1,280,315           163,067             1,443,382           
2012                7                   1,312,116           148,651             1,460,767           
2012                8                   1,325,635           154,256             1,479,891           
2012                9                   1,102,631           133,212             1,235,843           
2012                10                  1,218,373           122,908             1,341,281           
2012                11                  1,149,039           112,009             1,261,048           
2012                12                  1,057,069           128,440             1,185,509           
2012                TOTAL               14,014,335          1,567,832           15,582,167          
2013                1                   976,657             118,376             1,095,033           
2013                2                   963,762             106,756             1,070,518           
2013                3                   1,263,216           145,676             1,408,892           
2013                4                   1,142,480           120,833             1,263,313           
2013                5                   1,222,079           144,517             1,366,596           
2013                6                   1,268,314           153,017             1,421,331           
2013                7                   1,303,219           147,907             1,451,126           
2013                8                   1,318,564           158,842             1,477,406           
2013                9                   1,130,382           135,322             1,265,704           
2013                10                  1,226,888           131,224             1,358,112           
2013                11                  1,096,434           114,005             1,210,439           
2013                12                  1,142,203           135,806             1,278,009           
2013                TOTAL               14,054,198          1,612,281           15,666,479          
2014                1                   970,796             120,241             1,091,037           
2014                2                   985,128             111,301             1,096,429           
2014                3                   1,238,786           141,164             1,379,950           
2014                4                   1,203,220           131,291             1,334,511           
2014                5                   1,253,269           153,586             1,406,855           
2014                6                   1,250,493           166,368             1,416,861           
2014                7                   1,290,602           151,542             1,442,144           
2014                8                   1,289,396           158,880             1,448,276           
2014                9                   1,158,319           139,591             1,297,910           
2014                10                  1,239,780           126,523             1,366,303           
2014                11                  1,110,762           106,709             1,217,471           
2014                12                  1,127,486           133,465             1,260,951           
2014                TOTAL               14,118,037          1,640,661           15,758,698          
2015                1                   984,487             120,801             1,105,288           
2015                2                   992,106             100,813             1,092,919           
2015                3                   1,249,641           132,123             1,381,764           
2015                4                   1,208,663           128,761             1,337,424           
2015                5                   1,274,615           154,334             1,428,949           
2015                6                   1,282,490           155,778             1,438,268           
2015                7                   1,357,121           145,194             1,502,315           
2015                8                   1,360,841           151,681             1,512,522           
2015                9                   1,203,506           139,162             1,342,668           
2015                10                  1,308,716           132,752             1,441,468           
2015                11                  1,218,881           106,912             1,325,793           
2015                12                  1,199,337           126,755             1,326,092           
2015                TOTAL               14,640,404          1,595,066           16,235,470          
2016                1                   1,081,475           121,612             1,203,087           
2016                2                   1,073,200           108,601             1,181,801           
2016                3                   1,293,571           138,074             1,431,645           
2016                4                   1,246,240           132,940             1,379,180           
2016                5                   1,373,680           155,964             1,529,644           
2016                6                   1,364,357           158,521             1,522,878           
2016                7                   1,376,841           147,059             1,523,900           
2016                8                   1,355,297           147,608             1,502,905           
2016                9                   1,244,846           140,012             1,384,858           
2016                10                  1,334,682           129,755             1,464,437           
2016                11                  1,243,670           108,432             1,352,102           
2016                12                  1,214,116           140,267             1,354,383           
2016                TOTAL               15,201,975          1,628,845           16,830,820          
2017                1                   1,060,787           125,946             1,186,733           
2017                2                   1,058,967           114,374             1,173,341           
2017                3                   1,336,338           151,839             1,488,177           
2017                4                   1,231,903           146,567             1,378,470           
2017                5                   1,334,563           163,755             1,498,318           
2017                6                   1,360,206           168,551             1,528,757           
2017                7                   1,383,286           159,532             1,542,818           
2017                8                   1,421,303           163,214             1,584,517           
2017                9                   1,243,476           147,083             1,390,559           
2017                10                  1,373,904           138,685             1,512,589           
2017                11                  1,266,036           115,884             1,381,920           
2017                12                  1,204,801           141,535             1,346,336           
2017                TOTAL               15,275,570          1,736,965           17,012,535          
2018                1                   1,075,507           125,803             1,201,310           
2018                2                   1,061,833           113,403             1,175,236           
2018                3                   1,362,449           162,846             1,525,295           
2018                4                   1,262,308           147,984             1,410,292           
2018                5                   1,353,399           172,370             1,525,769           
2018                6                   1,396,792           186,945             1,583,737           
2018                7                   1,444,066           179,407             1,623,473           
2018                8                   1,465,851           182,530             1,648,381           
2018                9                   1,253,732           158,013             1,411,745           
2018                10                  1,372,788           149,241             1,522,029           
2018                11                  1,275,550           127,535             1,403,085           
2018                12                  1,226,724           155,063             1,381,787           
2018                TOTAL               15,550,999          1,861,140           17,412,139          
2019                1                   1,065,833           130,000             1,195,833           
2019                2                   1,063,914           117,213             1,181,127           
2019                3                   1,448,424           165,086             1,613,510           
2019                4                   1,313,275           148,445             1,461,720           
2019                5                   1,431,225           175,074             1,606,299           
2019                6                   1,454,618           185,531             1,640,149           
2019                7                   1,524,934           176,171             1,701,105           
2019                8                   1,525,710           177,204             1,702,914           
2019                9                   1,326,129           155,150             1,481,279           
2019                10                  1,444,439           151,209             1,595,648           
2019                11                  1,273,830                                                   
2019                12                  1,383,133                                                   
2019                TOTAL               16,255,464          1,581,083           15,179,584          
2020                1                   1,177,453                                                   
2020                TOTAL               1,177,453           0                   0                   
