Year                Month               DOM                 INTER               TOTAL               
2006                9                   917,838             415,674             1,333,512           
2006                10                  1,062,556           395,757             1,458,313           
2006                11                  1,074,939           369,879             1,444,818           
2006                12                  1,068,641           408,663             1,477,304           
2006                TOTAL               12,826,549          4,957,754           17,784,303          
2007                1                   960,890             364,201             1,325,091           
2007                2                   907,169             334,653             1,241,822           
2007                3                   1,112,957           424,839             1,537,796           
2007                4                   1,134,979           430,650             1,565,629           
2007                5                   1,123,224           474,358             1,597,582           
2007                6                   1,130,680           507,860             1,638,540           
2007                7                   1,192,759           530,108             1,722,867           
2007                8                   1,215,041           528,267             1,743,308           
2007                9                   938,591             433,230             1,371,821           
2007                10                  1,065,858           435,431             1,501,289           
2007                11                  1,056,205           405,826             1,462,031           
2007                12                  1,016,620           437,918             1,454,538           
2007                TOTAL               12,854,973          5,307,341           18,162,314          
2008                1                   958,306             402,500             1,360,806           
2008                2                   907,816             373,016             1,280,832           
2008                3                   1,100,138           471,081             1,571,219           
2008                4                   1,055,874           453,310             1,509,184           
2008                5                   1,044,509           510,283             1,554,792           
2008                6                   1,075,007           526,018             1,601,025           
2008                7                   1,164,267           549,477             1,713,744           
2008                8                   1,130,979           559,839             1,690,818           
2008                9                   855,126             440,901             1,296,027           
2008                10                  997,298             435,610             1,432,908           
2008                11                  896,197             402,534             1,298,731           
2008                12                  950,189             425,136             1,375,325           
2008                TOTAL               12,135,706          5,549,705           17,685,411          
2009                1                   805,947             377,019             1,182,966           
2009                2                   785,043             329,982             1,115,025           
2009                3                   956,635             423,754             1,380,389           
2009                4                   997,668             474,677             1,472,345           
2009                5                   960,621             467,579             1,428,200           
2009                6                   998,124             486,415             1,484,539           
2009                7                   1,116,452           537,345             1,653,797           
2009                8                   1,083,534           547,759             1,631,293           
2009                9                   847,135             422,118             1,269,253           
2009                10                  962,946             435,288             1,398,234           
2009                11                  891,645             391,918             1,283,563           
2009                12                  931,197             447,582             1,378,779           
2009                TOTAL               11,336,947          5,341,436           16,678,383          
2010                1                   799,295             426,235             1,225,530           
2010                2                   724,054             349,237             1,073,291           
2010                3                   989,338             481,362             1,470,700           
2010                4                   938,390             446,263             1,384,653           
2010                5                   921,086             505,934             1,427,020           
2010                6                   972,511             545,710             1,518,221           
2010                7                   1,040,497           578,693             1,619,190           
2010                8                   1,024,887           554,834             1,579,721           
2010                9                   813,232             455,936             1,269,168           
2010                10                  924,137             471,455             1,395,592           
2010                11                  883,366             418,838             1,302,204           
2010                12                  836,003             442,220             1,278,223           
2010                TOTAL               10,866,796          5,676,717           16,543,513          
2011                1                   729,563             416,060             1,145,623           
2011                2                   703,522             353,567             1,057,089           
2011                3                   915,823             466,564             1,382,387           
2011                4                   956,560             494,359             1,450,919           
2011                5                   963,138             525,476             1,488,614           
2011                6                   1,021,397           549,641             1,571,038           
2011                7                   1,102,157           578,366             1,680,523           
2011                8                   1,017,350           523,215             1,540,565           
2011                9                   851,579             466,997             1,318,576           
2011                10                  931,342             456,307             1,387,649           
2011                11                  942,301             417,459             1,359,760           
2011                12                  941,667             462,383             1,404,050           
2011                TOTAL               11,076,399          5,710,394           16,786,793          
2012                1                   817,666             414,475             1,232,141           
2012                2                   798,975             376,165             1,175,140           
2012                3                   999,231             471,509             1,470,740           
2012                4                   1,015,324           483,707             1,499,031           
2012                5                   997,347             503,288             1,500,635           
2012                6                   1,056,384           530,145             1,586,529           
2012                7                   1,095,923           548,735             1,644,658           
2012                8                   1,088,142           540,947             1,629,089           
2012                9                   852,045             450,214             1,302,259           
2012                10                  890,539             419,384             1,309,923           
2012                11                  896,683             396,425             1,293,108           
2012                12                  938,823             443,444             1,382,267           
2012                TOTAL               11,447,082          5,578,438           17,025,520          
2013                1                   868,374             419,699             1,288,073           
2013                2                   796,682             352,555             1,149,237           
2013                3                   1,015,490           474,984             1,490,474           
2013                4                   981,243             473,013             1,454,256           
2013                5                   1,025,239           518,698             1,543,937           
2013                6                   1,047,664           536,515             1,584,179           
2013                7                   1,124,033           543,166             1,667,199           
2013                8                   1,111,497           544,000             1,655,497           
2013                9                   913,700             452,869             1,366,569           
2013                10                  1,023,206           450,205             1,473,411           
2013                11                  946,834             407,066             1,353,900           
2013                12                  1,049,635           460,082             1,509,717           
2013                TOTAL               11,903,597          5,632,852           17,536,449          
2014                1                   858,112             402,848             1,260,960           
2014                2                   770,227             348,590             1,118,817           
2014                3                   1,030,138           472,682             1,502,820           
2014                4                   968,181             488,399             1,456,580           
2014                5                   975,945             522,807             1,498,752           
2014                6                   1,057,741           555,984             1,613,725           
2014                7                   1,130,286           575,163             1,705,449           
2014                8                   1,123,998           564,947             1,688,945           
2014                9                   936,313             467,836             1,404,149           
2014                10                  999,942             461,735             1,461,677           
2014                11                  982,559             440,429             1,422,988           
2014                12                  1,071,400           503,077             1,574,477           
2014                TOTAL               11,904,842          5,804,497           17,709,339          
2015                1                   888,424             418,521             1,306,945           
2015                2                   847,323             374,850             1,222,173           
2015                3                   1,056,040           472,584             1,528,624           
2015                4                   1,083,734           488,607             1,572,341           
2015                5                   1,086,155           517,210             1,603,365           
2015                6                   1,113,792           546,501             1,660,293           
2015                7                   1,210,580           578,247             1,788,827           
2015                8                   1,174,150           573,592             1,747,742           
2015                9                   1,020,600           458,328             1,478,928           
2015                10                  1,156,776           454,594             1,611,370           
2015                11                  1,113,198           417,613             1,530,811           
2015                12                  1,136,944           493,561             1,630,505           
2015                TOTAL               12,887,716          5,794,208           18,681,924          
2016                1                   940,700             416,032             1,356,732           
2016                2                   952,707             394,627             1,347,334           
2016                3                   1,154,930           481,858             1,636,788           
2016                4                   1,161,310           467,817             1,629,127           
2016                5                   1,189,681           522,374             1,712,055           
2016                6                   1,210,770           551,537             1,762,307           
2016                7                   1,252,847           594,457             1,847,304           
2016                8                   1,279,572           589,398             1,868,970           
2016                9                   1,120,219           487,790             1,608,009           
2016                10                  1,216,463           467,024             1,683,487           
2016                11                  1,239,573           434,432             1,674,005           
2016                12                  1,260,438           507,959             1,768,397           
2016                TOTAL               13,979,210          5,915,305           19,894,515          
2017                1                   1,126,306           453,870             1,580,176           
2017                2                   1,028,564           390,230             1,418,794           
2017                3                   1,276,577           463,757             1,740,334           
2017                4                   1,295,977           523,104             1,819,081           
2017                5                   1,291,917           553,887             1,845,804           
2017                6                   1,334,664           597,379             1,932,043           
2017                7                   1,405,630           632,095             2,037,725           
2017                8                   1,391,275           629,831             2,021,106           
2017                9                   1,140,921           514,067             1,654,988           
2017                10                  1,340,866           493,093             1,833,959           
2017                11                  1,316,718           475,082             1,791,800           
2017                12                  1,328,256           537,202             1,865,458           
2017                TOTAL               15,277,671          6,263,597           21,541,268          
2018                1                   1,135,026           481,653             1,616,679           
2018                2                   1,095,182           434,107             1,529,289           
2018                3                   1,328,388           544,824             1,873,212           
2018                4                   1,342,307           539,037             1,881,344           
2018                5                   1,417,611           616,882             2,034,493           
2018                6                   1,416,310           684,352             2,100,662           
2018                7                   1,473,443           708,157             2,181,600           
2018                8                   1,430,206           669,899             2,100,105           
2018                9                   1,209,872           538,197             1,748,069           
2018                10                  1,395,290           556,067             1,951,357           
2018                11                  1,332,719           512,853             1,845,572           
2018                12                  1,325,811           602,085             1,927,896           
2018                TOTAL               15,902,165          6,888,113           22,790,278          
2019                1                   1,162,187           503,951             1,666,138           
2019                2                   1,096,852           446,224             1,543,076           
2019                3                   1,376,420           553,633             1,930,053           
2019                4                   1,369,462           571,553             1,941,015           
2019                5                   1,377,476           631,834             2,009,310           
2019                6                   1,367,846           713,712             2,081,558           
2019                7                   1,447,733           700,228             2,147,961           
2019                8                   1,424,189           682,306             2,106,495           
2019                9                   1,265,012           585,076             1,850,088           
2019                10                  1,415,791           556,344             1,972,135           
2019                11                  1,323,057                                                   
2019                12                  1,446,939                                                   
2019                TOTAL               16,072,964          5,944,861           19,247,829          
2020                1                   1,315,544                                                   
2020                TOTAL               1,315,544           0                   0                   
