Year                Month               DOM                 INTER               TOTAL               
2007                5                   1,357,759           89,466              1,447,225           
2007                6                   1,437,439           99,002              1,536,441           
2007                7                   1,483,030           107,001             1,590,031           
2007                8                   1,440,896           105,359             1,546,255           
2007                9                   1,192,164           94,259              1,286,423           
2007                10                  1,282,238           93,320              1,375,558           
2007                11                  1,227,874           87,523              1,315,397           
2007                12                  1,250,013           94,969              1,344,982           
2007                TOTAL               15,648,117          1,235,986           16,884,103          
2008                1                   1,151,858           109,845             1,261,703           
2008                2                   1,144,649           123,567             1,268,216           
2008                3                   1,379,350           158,145             1,537,495           
2008                4                   1,294,663           114,380             1,409,043           
2008                5                   1,311,938           98,471              1,410,409           
2008                6                   1,404,277           108,515             1,512,792           
2008                7                   1,462,260           117,681             1,579,941           
2008                8                   1,381,867           112,021             1,493,888           
2008                9                   1,107,739           92,520              1,200,259           
2008                10                  1,187,399           84,206              1,271,605           
2008                11                  1,069,941           73,223              1,143,164           
2008                12                  1,170,369           83,595              1,253,964           
2008                TOTAL               15,066,310          1,276,169           16,342,479          
2009                1                   1,019,879           107,435             1,127,314           
2009                2                   997,006             112,756             1,109,762           
2009                3                   1,295,234           135,690             1,430,924           
2009                4                   1,212,241           102,046             1,314,287           
2009                5                   1,229,840           76,067              1,305,907           
2009                6                   1,408,128           88,367              1,496,495           
2009                7                   1,513,276           101,798             1,615,074           
2009                8                   1,392,969           97,570              1,490,539           
2009                9                   1,100,009           75,730              1,175,739           
2009                10                  1,120,423           74,685              1,195,108           
2009                11                  1,042,052           63,075              1,105,127           
2009                12                  1,086,355           73,604              1,159,959           
2009                TOTAL               14,417,412          1,108,823           15,526,235          
2010                1                   995,615             90,897              1,086,512           
2010                2                   968,780             100,353             1,069,133           
2010                3                   1,263,025           125,273             1,388,298           
2010                4                   1,182,257           92,658              1,274,915           
2010                5                   1,195,563           86,216              1,281,779           
2010                6                   1,360,370           97,248              1,457,618           
2010                7                   1,439,738           109,623             1,549,361           
2010                8                   1,395,523           103,773             1,499,296           
2010                9                   1,162,278           90,845              1,253,123           
2010                10                  1,213,779           93,471              1,307,250           
2010                11                  1,095,844           75,437              1,171,281           
2010                12                  1,096,540           79,684              1,176,224           
2010                TOTAL               14,369,312          1,145,478           15,514,790          
2011                1                   1,022,782           94,568              1,117,350           
2011                2                   940,828             93,578              1,034,406           
2011                3                   1,261,593           124,662             1,386,255           
2011                4                   1,187,528           98,214              1,285,742           
2011                5                   1,268,111           85,116              1,353,227           
2011                6                   1,419,437           93,757              1,513,194           
2011                7                   1,508,496           108,003             1,616,499           
2011                8                   1,467,195           105,406             1,572,601           
2011                9                   1,215,570           88,182              1,303,752           
2011                10                  1,244,415           86,674              1,331,089           
2011                11                  1,124,648           64,609              1,189,257           
2011                12                  1,104,447           75,810              1,180,257           
2011                TOTAL               14,765,050          1,118,579           15,883,629          
2012                1                   1,016,844           90,114              1,106,958           
2012                2                   1,006,735           101,160             1,107,895           
2012                3                   1,283,820           133,338             1,417,158           
2012                4                   1,209,972           86,760              1,296,732           
2012                5                   1,247,494           79,541              1,327,035           
2012                6                   1,412,995           90,019              1,503,014           
2012                7                   1,479,332           99,262              1,578,594           
2012                8                   1,473,481           101,258             1,574,739           
2012                9                   1,176,869           84,345              1,261,214           
2012                10                  1,273,057           84,319              1,357,376           
2012                11                  1,148,445           68,488              1,216,933           
2012                12                  1,115,612           76,878              1,192,490           
2012                TOTAL               14,844,656          1,095,482           15,940,138          
2013                1                   1,045,512           92,582              1,138,094           
2013                2                   1,016,802           99,326              1,116,128           
2013                3                   1,316,225           133,647             1,449,872           
2013                4                   1,230,877           82,509              1,313,386           
2013                5                   1,293,211           82,504              1,375,715           
2013                6                   1,413,873           100,696             1,514,569           
2013                7                   1,480,052           113,183             1,593,235           
2013                8                   1,487,643           112,747             1,600,390           
2013                9                   1,213,772           89,109              1,302,881           
2013                10                  1,277,211           85,710              1,362,921           
2013                11                  1,131,374           67,627              1,199,001           
2013                12                  1,216,178           78,309              1,294,487           
2013                TOTAL               15,122,730          1,137,949           16,260,679          
2014                1                   1,087,306           98,960              1,186,266           
2014                2                   1,061,468           106,682             1,168,150           
2014                3                   1,405,229           143,498             1,548,727           
2014                4                   1,309,438           92,439              1,401,877           
2014                5                   1,350,259           84,506              1,434,765           
2014                6                   1,472,441           105,071             1,577,512           
2014                7                   1,549,251           115,570             1,664,821           
2014                8                   1,538,586           114,850             1,653,436           
2014                9                   1,273,188           88,932              1,362,120           
2014                10                  1,341,464           84,420              1,425,884           
2014                11                  1,163,122           70,765              1,233,887           
2014                12                  1,230,562           81,357              1,311,919           
2014                TOTAL               15,782,314          1,187,050           16,969,364          
2015                1                   1,125,273           116,108             1,241,381           
2015                2                   1,087,027           122,400             1,209,427           
2015                3                   1,399,674           155,032             1,554,706           
2015                4                   1,356,602           108,493             1,465,095           
2015                5                   1,386,913           93,590              1,480,503           
2015                6                   1,512,702           108,260             1,620,962           
2015                7                   1,612,290           121,054             1,733,344           
2015                8                   1,592,366           118,926             1,711,292           
2015                9                   1,354,823           98,353              1,453,176           
2015                10                  1,430,959           96,235              1,527,194           
2015                11                  1,272,721           77,493              1,350,214           
2015                12                  1,270,478           87,364              1,357,842           
2015                TOTAL               16,401,828          1,303,308           17,705,136          
2016                1                   1,161,536           133,356             1,294,892           
2016                2                   1,122,890           133,564             1,256,454           
2016                3                   1,433,656           168,909             1,602,565           
2016                4                   1,339,851           110,926             1,450,777           
2016                5                   1,437,996           96,548              1,534,544           
2016                6                   1,574,526           123,646             1,698,172           
2016                7                   1,634,279           140,642             1,774,921           
2016                8                   1,564,107           129,810             1,693,917           
2016                9                   1,404,143           101,627             1,505,770           
2016                10                  1,418,536           91,500              1,510,036           
2016                11                  1,285,797           73,171              1,358,968           
2016                12                  1,296,844           88,934              1,385,778           
2016                TOTAL               16,674,161          1,392,633           18,066,794          
2017                1                   1,161,225           128,117             1,289,342           
2017                2                   1,119,363           133,638             1,253,001           
2017                3                   1,479,966           171,918             1,651,884           
2017                4                   1,413,001           131,159             1,544,160           
2017                5                   1,451,386           106,520             1,557,906           
2017                6                   1,577,146           119,647             1,696,793           
2017                7                   1,626,842           135,718             1,762,560           
2017                8                   1,642,429           134,879             1,777,308           
2017                9                   1,362,198           107,538             1,469,736           
2017                10                  1,466,530           103,897             1,570,427           
2017                11                  1,331,356           87,457              1,418,813           
2017                12                  1,266,184           95,915              1,362,099           
2017                TOTAL               16,897,626          1,456,403           18,354,029          
2018                1                   1,161,530           134,934             1,296,464           
2018                2                   1,150,999           138,355             1,289,354           
2018                3                   1,463,943           180,574             1,644,517           
2018                4                   1,369,948           128,144             1,498,092           
2018                5                   1,424,689           107,221             1,531,910           
2018                6                   1,588,410           126,303             1,714,713           
2018                7                   1,638,531           137,620             1,776,151           
2018                8                   1,677,559           137,551             1,815,110           
2018                9                   1,358,110           110,033             1,468,143           
2018                10                  1,453,375           105,740             1,559,115           
2018                11                  1,311,989           87,648              1,399,637           
2018                12                  1,293,255           97,567              1,390,822           
2018                TOTAL               16,892,338          1,491,690           18,384,028          
2019                1                   1,169,586           134,625             1,304,211           
2019                2                   1,119,382           133,578             1,252,960           
2019                3                   1,519,414           180,477             1,699,891           
2019                4                   1,435,972           132,545             1,568,517           
2019                5                   1,507,088           119,128             1,626,216           
2019                6                   1,636,695           139,213             1,775,908           
2019                7                   1,721,347           153,378             1,874,725           
2019                8                   1,718,073           153,004             1,871,077           
2019                9                   1,447,266           132,289             1,579,555           
2019                10                  1,513,234           125,064             1,638,298           
2019                11                  1,332,862                                                   
2019                12                  1,416,998                                                   
2019                TOTAL               17,537,917          1,403,301           16,191,358          
2020                1                   1,246,640                                                   
2020                TOTAL               1,246,640           0                   0                   
