Year                Month               DOM                 INTER               TOTAL               
2006                6                   1,312,119           89,405              1,401,524           
2006                7                   1,418,458           105,008             1,523,466           
2006                8                   1,390,676           106,806             1,497,482           
2006                9                   1,118,362           109,762             1,228,124           
2006                10                  1,068,145           91,010              1,159,155           
2006                11                  1,034,413           86,059              1,120,472           
2006                12                  1,085,015           93,386              1,178,401           
2006                TOTAL               13,552,432          1,158,693           14,711,125          
2007                1                   919,185             97,863              1,017,048           
2007                2                   880,956             88,486              969,442             
2007                3                   1,083,264           105,151             1,188,415           
2007                4                   1,115,316           103,951             1,219,267           
2007                5                   1,246,191           104,148             1,350,339           
2007                6                   1,350,568           103,607             1,454,175           
2007                7                   1,476,051           122,515             1,598,566           
2007                8                   1,457,914           125,306             1,583,220           
2007                9                   1,181,012           114,420             1,295,432           
2007                10                  1,140,752           111,622             1,252,374           
2007                11                  1,104,198           105,061             1,209,259           
2007                12                  1,139,990           115,645             1,255,635           
2007                TOTAL               14,095,397          1,297,775           15,393,172          
2008                1                   1,004,866           123,208             1,128,074           
2008                2                   988,192             112,881             1,101,073           
2008                3                   1,151,434           130,690             1,282,124           
2008                4                   1,154,838           124,532             1,279,370           
2008                5                   1,283,342           117,372             1,400,714           
2008                6                   1,390,227           124,014             1,514,241           
2008                7                   1,511,332           141,892             1,653,224           
2008                8                   1,493,915           140,298             1,634,213           
2008                9                   1,174,544           118,651             1,293,195           
2008                10                  1,120,904           104,567             1,225,471           
2008                11                  1,020,956           99,065              1,120,021           
2008                12                  1,094,139           110,309             1,204,448           
2008                TOTAL               14,388,689          1,447,479           15,836,168          
2009                1                   943,510             107,847             1,051,357           
2009                2                   904,144             95,529              999,673             
2009                3                   1,104,815           107,125             1,211,940           
2009                4                   1,113,113           111,264             1,224,377           
2009                5                   1,223,789           102,165             1,325,954           
2009                6                   1,341,798           106,961             1,448,759           
2009                7                   1,475,430           124,016             1,599,446           
2009                8                   1,420,950           127,436             1,548,386           
2009                9                   1,180,832           109,204             1,290,036           
2009                10                  1,116,766           93,107              1,209,873           
2009                11                  1,043,223           91,240              1,134,463           
2009                12                  1,120,819           108,933             1,229,752           
2009                TOTAL               13,989,189          1,284,827           15,274,016          
2010                1                   961,212             108,266             1,069,478           
2010                2                   895,179             95,522              990,701             
2010                3                   1,079,478           107,627             1,187,105           
2010                4                   1,080,998           104,231             1,185,229           
2010                5                   1,190,502           107,961             1,298,463           
2010                6                   1,334,973           117,160             1,452,133           
2010                7                   1,473,015           133,963             1,606,978           
2010                8                   1,422,001           128,954             1,550,955           
2010                9                   1,200,101           114,103             1,314,204           
2010                10                  1,139,567           110,691             1,250,258           
2010                11                  1,095,330           98,940              1,194,270           
2010                12                  1,158,150           110,287             1,268,437           
2010                TOTAL               14,030,506          1,337,705           15,368,211          
2011                1                   998,827             113,174             1,112,001           
2011                2                   921,093             98,386              1,019,479           
2011                3                   1,144,984           116,282             1,261,266           
2011                4                   1,135,283           113,686             1,248,969           
2011                5                   1,256,782           118,334             1,375,116           
2011                6                   1,380,731           128,424             1,509,155           
2011                7                   1,495,981           149,339             1,645,320           
2011                8                   1,466,375           151,987             1,618,362           
2011                9                   1,236,423           129,748             1,366,171           
2011                10                  1,148,001           116,537             1,264,538           
2011                11                  1,133,338           101,174             1,234,512           
2011                12                  1,185,024           113,172             1,298,196           
2011                TOTAL               14,502,842          1,450,243           15,953,085          
2012                1                   984,872             115,631             1,100,503           
2012                2                   977,497             101,485             1,078,982           
2012                3                   1,156,258           126,318             1,282,576           
2012                4                   1,153,715           122,911             1,276,626           
2012                5                   1,252,234           123,665             1,375,899           
2012                6                   1,386,379           138,820             1,525,199           
2012                7                   1,507,401           158,664             1,666,065           
2012                8                   1,472,119           166,742             1,638,861           
2012                9                   1,218,722           148,178             1,366,900           
2012                10                  1,149,636           128,698             1,278,334           
2012                11                  1,119,814           110,041             1,229,855           
2012                12                  1,164,159           125,955             1,290,114           
2012                TOTAL               14,542,806          1,567,108           16,109,914          
2013                1                   1,026,999           128,022             1,155,021           
2013                2                   980,842             112,681             1,093,523           
2013                3                   1,169,459           134,469             1,303,928           
2013                4                   1,173,642           128,062             1,301,704           
2013                5                   1,303,157           133,767             1,436,924           
2013                6                   1,436,129           160,953             1,597,082           
2013                7                   1,568,456           187,221             1,755,677           
2013                8                   1,534,237           188,699             1,722,936           
2013                9                   1,242,607           161,648             1,404,255           
2013                10                  1,173,980           134,215             1,308,195           
2013                11                  1,097,692           118,507             1,216,199           
2013                12                  1,240,226           134,858             1,375,084           
2013                TOTAL               14,947,426          1,723,102           16,670,528          
2014                1                   1,059,613           142,834             1,202,447           
2014                2                   1,007,394           115,167             1,122,561           
2014                3                   1,195,393           139,258             1,334,651           
2014                4                   1,228,605           142,550             1,371,155           
2014                5                   1,347,208           148,129             1,495,337           
2014                6                   1,537,233           170,427             1,707,660           
2014                7                   1,699,187           197,919             1,897,106           
2014                8                   1,683,145           201,931             1,885,076           
2014                9                   1,356,242           175,570             1,531,812           
2014                10                  1,307,150           147,440             1,454,590           
2014                11                  1,219,763           140,539             1,360,302           
2014                12                  1,362,746           162,408             1,525,154           
2014                TOTAL               16,003,679          1,884,172           17,887,851          
2015                1                   1,172,667           168,486             1,341,153           
2015                2                   1,120,376           145,619             1,265,995           
2015                3                   1,382,012           172,471             1,554,483           
2015                4                   1,373,622           173,681             1,547,303           
2015                5                   1,552,653           179,912             1,732,565           
2015                6                   1,716,593           198,205             1,914,798           
2015                7                   1,904,685           236,051             2,140,736           
2015                8                   1,862,433           243,177             2,105,610           
2015                9                   1,532,446           203,751             1,736,197           
2015                10                  1,472,880           173,954             1,646,834           
2015                11                  1,391,714           149,700             1,541,414           
2015                12                  1,499,424           165,370             1,664,794           
2015                TOTAL               17,981,505          2,210,377           20,191,882          
2016                1                   1,306,761           178,186             1,484,947           
2016                2                   1,256,947           149,888             1,406,835           
2016                3                   1,516,964           177,744             1,694,708           
2016                4                   1,516,671           188,069             1,704,740           
2016                5                   1,697,604           189,893             1,887,497           
2016                6                   1,892,227           211,029             2,103,256           
2016                7                   2,035,571           248,882             2,284,453           
2016                8                   2,018,801           249,857             2,268,658           
2016                9                   1,657,441           221,601             1,879,042           
2016                10                  1,575,617           190,225             1,765,842           
2016                11                  1,517,217           170,094             1,687,311           
2016                12                  1,574,172           194,771             1,768,943           
2016                TOTAL               19,565,993          2,370,239           21,936,232          
2017                1                   1,372,475           212,139             1,584,614           
2017                2                   1,290,625           167,965             1,458,590           
2017                3                   1,595,087           201,506             1,796,593           
2017                4                   1,608,284           211,977             1,820,261           
2017                5                   1,776,887           206,642             1,983,529           
2017                6                   1,918,655           212,087             2,130,742           
2017                7                   2,066,730           244,047             2,310,777           
2017                8                   2,062,334           248,081             2,310,415           
2017                9                   1,706,992           223,916             1,930,908           
2017                10                  1,635,846           197,318             1,833,164           
2017                11                  1,558,422           171,196             1,729,618           
2017                12                  1,619,280           191,151             1,810,431           
2017                TOTAL               20,211,617          2,488,025           22,699,642          
2018                1                   1,403,512           204,999             1,608,511           
2018                2                   1,352,372           174,264             1,526,636           
2018                3                   1,675,453           213,289             1,888,742           
2018                4                   1,713,829           218,145             1,931,974           
2018                5                   1,881,719           221,723             2,103,442           
2018                6                   2,066,193           239,869             2,306,062           
2018                7                   2,232,082           280,123             2,512,205           
2018                8                   2,192,230           281,134             2,473,364           
2018                9                   1,790,849           222,573             2,013,422           
2018                10                  1,728,319           206,327             1,934,646           
2018                11                  1,656,938           174,205             1,831,143           
2018                12                  1,689,782           188,806             1,878,588           
2018                TOTAL               21,383,278          2,625,457           24,008,735          
2019                1                   1,523,016           202,830             1,725,846           
2019                2                   1,358,110           174,845             1,532,955           
2019                3                   1,757,166           211,620             1,968,786           
2019                4                   1,740,832           232,330             1,973,162           
2019                5                   1,973,919           231,865             2,205,784           
2019                6                   2,127,315           247,747             2,375,062           
2019                7                   2,281,710           286,446             2,568,156           
2019                8                   2,248,580           295,094             2,543,674           
2019                9                   1,895,846           250,750             2,146,596           
2019                10                  1,828,444           225,033             2,053,477           
2019                11                  1,679,816                                                   
2019                12                  1,860,308                                                   
2019                TOTAL               22,275,062          2,358,560           21,093,498          
2020                1                   1,603,564                                                   
2020                TOTAL               1,603,564           0                   0                   
