Year                Month               DOM                 INTER               TOTAL               
2013                11                  1,585,106           95,695              1,680,801           
2013                12                  1,719,915           115,072             1,834,987           
2013                TOTAL               19,826,421          1,501,236           21,327,657          
2014                1                   1,590,888           104,563             1,695,451           
2014                2                   1,347,611           99,284              1,446,895           
2014                3                   1,734,434           136,317             1,870,751           
2014                4                   1,704,594           138,666             1,843,260           
2014                5                   1,774,418           156,972             1,931,390           
2014                6                   1,723,749           178,719             1,902,468           
2014                7                   1,777,785           168,284             1,946,069           
2014                8                   1,724,067           158,095             1,882,162           
2014                9                   1,587,254           95,745              1,682,999           
2014                10                  1,764,277           90,680              1,854,957           
2014                11                  1,585,851           89,437              1,675,288           
2014                12                  1,672,549           115,469             1,788,018           
2014                TOTAL               19,987,477          1,532,231           21,519,708          
2015                1                   1,543,094           103,586             1,646,680           
2015                2                   1,391,589           95,168              1,486,757           
2015                3                   1,764,564           132,278             1,896,842           
2015                4                   1,743,614           133,966             1,877,580           
2015                5                   1,813,186           152,192             1,965,378           
2015                6                   1,748,854           171,005             1,919,859           
2015                7                   1,819,874           167,393             1,987,267           
2015                8                   1,759,691           143,890             1,903,581           
2015                9                   1,644,450           101,631             1,746,081           
2015                10                  1,794,082           91,117              1,885,199           
2015                11                  1,688,019           83,137              1,771,156           
2015                12                  1,697,053           111,071             1,808,124           
2015                TOTAL               20,408,070          1,486,434           21,894,504          
2016                1                   1,505,895           89,384              1,595,279           
2016                2                   1,432,125           94,064              1,526,189           
2016                3                   1,730,851           132,280             1,863,131           
2016                4                   1,715,140           127,139             1,842,279           
2016                5                   1,816,753           149,036             1,965,789           
2016                6                   1,789,833           169,384             1,959,217           
2016                7                   1,791,474           168,526             1,960,000           
2016                8                   1,733,633           141,682             1,875,315           
2016                9                   1,589,849           95,740              1,685,589           
2016                10                  1,663,327           91,507              1,754,834           
2016                11                  1,619,096           85,792              1,704,888           
2016                12                  1,646,536           116,945             1,763,481           
2016                TOTAL               20,034,512          1,461,479           21,495,991          
2017                1                   1,516,078           93,135              1,609,213           
2017                2                   1,461,730           91,968              1,553,698           
2017                3                   1,786,450           124,052             1,910,502           
2017                4                   1,731,662           136,788             1,868,450           
2017                5                   1,820,169           156,755             1,976,924           
2017                6                   1,793,091           178,575             1,971,666           
2017                7                   1,794,129           169,698             1,963,827           
2017                8                   1,794,308           146,416             1,940,724           
2017                9                   1,559,428           101,755             1,661,183           
2017                10                  1,819,302           95,379              1,914,681           
2017                11                  1,712,663           86,137              1,798,800           
2017                12                  1,703,623           121,037             1,824,660           
2017                TOTAL               20,492,633          1,501,695           21,994,328          
2018                1                   1,540,452           93,083              1,633,535           
2018                2                   1,528,359           95,928              1,624,287           
2018                3                   1,823,661           140,944             1,964,605           
2018                4                   1,759,880           134,652             1,894,532           
2018                5                   1,851,374           161,006             2,012,380           
2018                6                   1,760,921           175,189             1,936,110           
2018                7                   1,816,779           172,592             1,989,371           
2018                8                   1,828,350           150,055             1,978,405           
2018                9                   1,501,731           96,461              1,598,192           
2018                10                  1,842,989           105,429             1,948,418           
2018                11                  1,801,810           96,969              1,898,779           
2018                12                  1,658,406           127,453             1,785,859           
2018                TOTAL               20,714,712          1,549,761           22,264,473          
2019                1                   1,683,377           116,568             1,799,945           
2019                2                   1,625,155           114,633             1,739,788           
2019                3                   1,932,002           153,311             2,085,313           
2019                4                   1,848,367           157,329             2,005,696           
2019                5                   1,964,167           181,594             2,145,761           
2019                6                   1,886,002           205,183             2,091,185           
2019                7                   1,923,281           188,865             2,112,146           
2019                8                   1,902,327           166,900             2,069,227           
2019                9                   1,819,433           119,249             1,938,682           
2019                10                  2,009,338           119,196             2,128,534           
2019                11                  1,854,650                                                   
2019                12                  1,968,658                                                   
2019                TOTAL               22,416,757          1,522,828           20,116,277          
2020                1                   1,874,889                                                   
2020                TOTAL               1,874,889           0                   0                   
