Year                Month               DOM                 INTER               TOTAL               
2010                9                   1,141,864           121,266             1,263,130           
2010                10                  1,247,718           125,129             1,372,847           
2010                11                  1,148,897           103,275             1,252,172           
2010                12                  1,108,402           115,848             1,224,250           
2010                TOTAL               14,205,157          1,440,834           15,645,991          
2011                1                   997,219             118,090             1,115,309           
2011                2                   902,000             90,928              992,928             
2011                3                   1,239,465           122,370             1,361,835           
2011                4                   1,199,158           124,632             1,323,790           
2011                5                   1,241,906           122,321             1,364,227           
2011                6                   1,292,022           141,390             1,433,412           
2011                7                   1,354,030           171,718             1,525,748           
2011                8                   1,318,255           169,061             1,487,316           
2011                9                   1,156,174           126,864             1,283,038           
2011                10                  1,229,787           126,227             1,356,014           
2011                11                  1,164,913           102,367             1,267,280           
2011                12                  1,090,084           115,342             1,205,426           
2011                TOTAL               14,185,013          1,531,310           15,716,323          
2012                1                   979,909             121,862             1,101,771           
2012                2                   955,017             102,692             1,057,709           
2012                3                   1,240,554           137,955             1,378,509           
2012                4                   1,210,326           127,227             1,337,553           
2012                5                   1,222,250           129,040             1,351,290           
2012                6                   1,280,683           157,582             1,438,265           
2012                7                   1,299,458           174,536             1,473,994           
2012                8                   1,314,178           171,929             1,486,107           
2012                9                   1,105,298           138,033             1,243,331           
2012                10                  1,205,473           131,516             1,336,989           
2012                11                  1,144,116           110,899             1,255,015           
2012                12                  1,037,348           121,376             1,158,724           
2012                TOTAL               13,994,610          1,624,647           15,619,257          
2013                1                   980,492             128,341             1,108,833           
2013                2                   941,399             107,780             1,049,179           
2013                3                   1,230,915           146,439             1,377,354           
2013                4                   1,210,111           132,356             1,342,467           
2013                5                   1,250,282           130,332             1,380,614           
2013                6                   1,269,869           148,626             1,418,495           
2013                7                   1,297,963           168,928             1,466,891           
2013                8                   1,322,791           169,970             1,492,761           
2013                9                   1,122,175           141,436             1,263,611           
2013                10                  1,216,529           137,750             1,354,279           
2013                11                  1,100,707           116,143             1,216,850           
2013                12                  1,101,507           132,221             1,233,728           
2013                TOTAL               14,044,740          1,660,322           15,705,062          
2014                1                   974,001             131,812             1,105,813           
2014                2                   955,312             108,828             1,064,140           
2014                3                   1,258,565           146,028             1,404,593           
2014                4                   1,224,537           140,519             1,365,056           
2014                5                   1,281,651           143,953             1,425,604           
2014                6                   1,255,737           157,010             1,412,747           
2014                7                   1,281,005           174,770             1,455,775           
2014                8                   1,293,642           174,600             1,468,242           
2014                9                   1,149,183           143,124             1,292,307           
2014                10                  1,230,124           131,478             1,361,602           
2014                11                  1,108,194           110,583             1,218,777           
2014                12                  1,095,772           121,934             1,217,706           
2014                TOTAL               14,107,723          1,684,639           15,792,362          
2015                1                   984,398             132,813             1,117,211           
2015                2                   961,147             101,473             1,062,620           
2015                3                   1,269,470           138,406             1,407,876           
2015                4                   1,236,414           135,176             1,371,590           
2015                5                   1,304,219           142,782             1,447,001           
2015                6                   1,284,208           150,110             1,434,318           
2015                7                   1,349,116           170,292             1,519,408           
2015                8                   1,349,142           168,618             1,517,760           
2015                9                   1,207,685           144,183             1,351,868           
2015                10                  1,290,296           140,206             1,430,502           
2015                11                  1,224,453           112,600             1,337,053           
2015                12                  1,165,698           114,940             1,280,638           
2015                TOTAL               14,626,246          1,651,599           16,277,845          
2016                1                   1,083,047           135,886             1,218,933           
2016                2                   1,050,779           110,464             1,161,243           
2016                3                   1,275,681           141,904             1,417,585           
2016                4                   1,304,871           143,398             1,448,269           
2016                5                   1,405,051           143,727             1,548,778           
2016                6                   1,370,420           150,132             1,520,552           
2016                7                   1,370,798           166,121             1,536,919           
2016                8                   1,348,416           167,000             1,515,416           
2016                9                   1,251,029           143,084             1,394,113           
2016                10                  1,317,848           141,389             1,459,237           
2016                11                  1,236,856           111,946             1,348,802           
2016                12                  1,175,482           128,434             1,303,916           
2016                TOTAL               15,190,278          1,683,485           16,873,763          
2017                1                   1,078,250           141,287             1,219,537           
2017                2                   1,027,301           116,208             1,143,509           
2017                3                   1,323,173           147,992             1,471,165           
2017                4                   1,279,293           156,720             1,436,013           
2017                5                   1,367,725           150,676             1,518,401           
2017                6                   1,368,990           157,630             1,526,620           
2017                7                   1,381,902           178,515             1,560,417           
2017                8                   1,417,146           175,576             1,592,722           
2017                9                   1,239,903           151,119             1,391,022           
2017                10                  1,369,676           144,277             1,513,953           
2017                11                  1,261,319           114,374             1,375,693           
2017                12                  1,171,621           129,250             1,300,871           
2017                TOTAL               15,286,299          1,763,624           17,049,923          
2018                1                   1,082,729           142,091             1,224,820           
2018                2                   1,026,564           112,010             1,138,574           
2018                3                   1,342,776           159,604             1,502,380           
2018                4                   1,328,203           159,942             1,488,145           
2018                5                   1,388,752           155,226             1,543,978           
2018                6                   1,413,957           173,160             1,587,117           
2018                7                   1,435,282           196,700             1,631,982           
2018                8                   1,467,382           192,599             1,659,981           
2018                9                   1,252,564           160,197             1,412,761           
2018                10                  1,361,781           156,028             1,517,809           
2018                11                  1,274,525           122,797             1,397,322           
2018                12                  1,193,282           133,933             1,327,215           
2018                TOTAL               15,567,797          1,864,287           17,432,084          
2019                1                   1,081,261           146,180             1,227,441           
2019                2                   1,043,645           113,969             1,157,614           
2019                3                   1,418,670           158,916             1,577,586           
2019                4                   1,391,073           160,315             1,551,388           
2019                5                   1,469,987           152,768             1,622,755           
2019                6                   1,472,022           172,280             1,644,302           
2019                7                   1,523,022           191,008             1,714,030           
2019                8                   1,535,517           186,631             1,722,148           
2019                9                   1,323,998           155,016             1,479,014           
2019                10                  1,429,527           152,314             1,581,841           
2019                11                  1,288,629                                                   
2019                12                  1,335,121                                                   
2019                TOTAL               16,312,472          1,589,397           15,278,119          
2020                1                   1,186,240                                                   
2020                TOTAL               1,186,240           0                   0                   
