Year                Month               DOM                 INTER               TOTAL               
2007                TOTAL               11,853,270          1,848,370           13,701,640          
2008                1                   763,846             116,309             880,155             
2008                2                   838,410             112,316             950,726             
2008                3                   951,901             141,883             1,093,784           
2008                4                   1,001,920           148,934             1,150,854           
2008                5                   976,416             151,071             1,127,487           
2008                6                   1,016,808           170,851             1,187,659           
2008                7                   1,042,481           158,594             1,201,075           
2008                8                   1,053,086           182,898             1,235,984           
2008                9                   824,331             156,732             981,063             
2008                10                  932,013             148,339             1,080,352           
2008                11                  798,474             118,592             917,066             
2008                12                  825,896             124,282             950,178             
2008                TOTAL               11,025,582          1,730,801           12,756,383          
2009                1                   669,584             105,773             775,357             
2009                2                   741,142             102,589             843,731             
2009                3                   858,360             130,860             989,220             
2009                4                   924,771             149,854             1,074,625           
2009                5                   916,189             142,557             1,058,746           
2009                6                   953,409             173,924             1,127,333           
2009                7                   1,048,288           181,709             1,229,997           
2009                8                   1,063,442           188,074             1,251,516           
2009                9                   885,058             157,187             1,042,245           
2009                10                  1,003,404           146,500             1,149,904           
2009                11                  864,394             122,303             986,697             
2009                12                  870,135             134,512             1,004,647           
2009                TOTAL               10,798,176          1,735,842           12,534,018          
2010                1                   747,377             112,245             859,622             
2010                2                   771,837             107,489             879,326             
2010                3                   945,457             139,553             1,085,010           
2010                4                   1,013,205           145,057             1,158,262           
2010                5                   989,513             162,982             1,152,495           
2010                6                   1,024,778           187,847             1,212,625           
2010                7                   1,095,972           187,876             1,283,848           
2010                8                   1,141,492           193,845             1,335,337           
2010                9                   962,202             176,349             1,138,551           
2010                10                  1,106,907           167,699             1,274,606           
2010                11                  987,393             131,384             1,118,777           
2010                12                  919,973             123,355             1,043,328           
2010                TOTAL               11,706,106          1,835,681           13,541,787          
2011                1                   788,143             106,745             894,888             
2011                2                   806,685             99,169              905,854             
2011                3                   1,013,276           131,715             1,144,991           
2011                4                   1,037,339           164,503             1,201,842           
2011                5                   1,077,739           190,139             1,267,878           
2011                6                   1,101,076           212,752             1,313,828           
2011                7                   1,173,957           206,655             1,380,612           
2011                8                   1,159,265           211,716             1,370,981           
2011                9                   992,464             195,227             1,187,691           
2011                10                  1,093,102           174,470             1,267,572           
2011                11                  992,644             133,522             1,126,166           
2011                12                  941,340             143,206             1,084,546           
2011                TOTAL               12,177,030          1,969,819           14,146,849          
2012                1                   828,007             117,105             945,112             
2012                2                   863,957             110,237             974,194             
2012                3                   1,027,666           146,482             1,174,148           
2012                4                   1,065,672           162,410             1,228,082           
2012                5                   1,082,526           180,512             1,263,038           
2012                6                   1,095,621           217,519             1,313,140           
2012                7                   1,147,085           210,500             1,357,585           
2012                8                   1,184,085           226,173             1,410,258           
2012                9                   967,462             193,257             1,160,719           
2012                10                  1,048,347           170,963             1,219,310           
2012                11                  1,006,294           138,842             1,145,136           
2012                12                  937,869             143,018             1,080,887           
2012                TOTAL               12,254,591          2,017,018           14,271,609          
2013                1                   851,838             118,797             970,635             
2013                2                   839,888             105,266             945,154             
2013                3                   1,025,387           152,966             1,178,353           
2013                4                   1,069,384           171,528             1,240,912           
2013                5                   1,113,009           189,456             1,302,465           
2013                6                   1,151,250           221,632             1,372,882           
2013                7                   1,226,855           215,910             1,442,765           
2013                8                   1,242,467           234,499             1,476,966           
2013                9                   1,018,561           200,324             1,218,885           
2013                10                  1,143,967           175,539             1,319,506           
2013                11                  998,101             133,130             1,131,231           
2013                12                  1,033,100           154,231             1,187,331           
2013                TOTAL               12,713,807          2,073,278           14,787,085          
2014                1                   848,220             122,490             970,710             
2014                2                   851,395             115,631             967,026             
2014                3                   1,067,856           156,477             1,224,333           
2014                4                   1,141,431           183,023             1,324,454           
2014                5                   1,171,691           216,189             1,387,880           
2014                6                   1,185,736           249,500             1,435,236           
2014                7                   1,275,522           248,944             1,524,466           
2014                8                   1,266,971           262,990             1,529,961           
2014                9                   1,083,619           217,911             1,301,530           
2014                10                  1,192,073           188,805             1,380,878           
2014                11                  1,033,434           161,342             1,194,776           
2014                12                  1,060,185           179,266             1,239,451           
2014                TOTAL               13,178,133          2,302,568           15,480,701          
2015                1                   860,428             145,285             1,005,713           
2015                2                   841,979             127,623             969,602             
2015                3                   1,123,522           171,416             1,294,938           
2015                4                   1,189,899           197,188             1,387,087           
2015                5                   1,217,111           237,672             1,454,783           
2015                6                   1,238,512           270,494             1,509,006           
2015                7                   1,355,142           265,848             1,620,990           
2015                8                   1,340,996           278,922             1,619,918           
2015                9                   1,135,050           231,383             1,366,433           
2015                10                  1,278,149           223,835             1,501,984           
2015                11                  1,119,375           168,221             1,287,596           
2015                12                  1,088,298           205,576             1,293,874           
2015                TOTAL               13,788,461          2,523,463           16,311,924          
2016                1                   941,623             174,391             1,116,014           
2016                2                   976,930             159,021             1,135,951           
2016                3                   1,168,850           209,288             1,378,138           
2016                4                   1,218,548           244,853             1,463,401           
2016                5                   1,280,593           277,305             1,557,898           
2016                6                   1,337,990           320,881             1,658,871           
2016                7                   1,405,695           323,003             1,728,698           
2016                8                   1,405,135           332,897             1,738,032           
2016                9                   1,210,196           289,165             1,499,361           
2016                10                  1,324,186           255,836             1,580,022           
2016                11                  1,219,288           215,214             1,434,502           
2016                12                  1,163,963           258,389             1,422,352           
2016                TOTAL               14,652,997          3,060,243           17,713,240          
2017                1                   1,033,936           213,831             1,247,767           
2017                2                   999,905             184,753             1,184,658           
2017                3                   1,235,820           246,149             1,481,969           
2017                4                   1,299,133           278,646             1,577,779           
2017                5                   1,356,118           325,257             1,681,375           
2017                6                   1,374,806           352,819             1,727,625           
2017                7                   1,433,541           350,338             1,783,879           
2017                8                   1,464,437           361,572             1,826,009           
2017                9                   1,220,076           309,234             1,529,310           
2017                10                  1,418,973           280,333             1,699,306           
2017                11                  1,280,727           240,425             1,521,152           
2017                12                  1,210,681           261,358             1,472,039           
2017                TOTAL               15,328,153          3,404,715           18,732,868          
2018                1                   1,027,783           209,812             1,237,595           
2018                2                   1,096,046           206,561             1,302,607           
2018                3                   1,258,900           271,595             1,530,495           
2018                4                   1,422,112           289,633             1,711,745           
2018                5                   1,466,555           334,817             1,801,372           
2018                6                   1,498,896           367,774             1,866,670           
2018                7                   1,580,754           364,521             1,945,275           
2018                8                   1,592,573           377,613             1,970,186           
2018                9                   1,309,128           296,226             1,605,354           
2018                10                  1,513,734           308,690             1,822,424           
2018                11                  1,364,832           263,354             1,628,186           
2018                12                  1,275,180           295,037             1,570,217           
2018                TOTAL               16,406,493          3,585,633           19,992,126          
2019                1                   1,064,542           229,431             1,293,973           
2019                2                   1,133,703           215,791             1,349,494           
2019                3                   1,359,607           292,287             1,651,894           
2019                4                   1,429,181           328,747             1,757,928           
2019                5                   1,496,450           378,113             1,874,563           
2019                6                   1,504,721           419,229             1,923,950           
2019                7                   1,561,892           400,149             1,962,041           
2019                8                   1,577,365           413,822             1,991,187           
2019                9                   1,377,866           338,528             1,716,394           
2019                10                  1,524,210           321,704             1,845,914           
2019                11                  1,336,915                                                   
2019                12                  1,400,296                                                   
2019                TOTAL               16,766,748          3,337,801           17,367,338          
2020                1                   1,132,859                                                   
2020                TOTAL               1,132,859           0                   0                   
