Year                Month               DOM                 INTER               TOTAL               
2006                10                  1,220,216           79,214              1,299,430           
2006                11                  1,276,559           80,132              1,356,691           
2006                12                  1,340,070           99,255              1,439,325           
2006                TOTAL               15,869,885          1,032,272           16,902,157          
2007                1                   1,282,296           76,253              1,358,549           
2007                2                   1,294,624           90,040              1,384,664           
2007                3                   1,587,758           105,947             1,693,705           
2007                4                   1,443,785           98,724              1,542,509           
2007                5                   1,416,623           79,804              1,496,427           
2007                6                   1,478,191           78,871              1,557,062           
2007                7                   1,523,063           99,691              1,622,754           
2007                8                   1,428,792           92,442              1,521,234           
2007                9                   1,079,786           62,899              1,142,685           
2007                10                  1,346,786           89,798              1,436,584           
2007                11                  1,359,571           99,699              1,459,270           
2007                12                  1,403,504           113,387             1,516,891           
2007                TOTAL               16,644,779          1,087,555           17,732,334          
2008                1                   1,350,767           98,271              1,449,038           
2008                2                   1,411,261           115,885             1,527,146           
2008                3                   1,625,798           139,503             1,765,301           
2008                4                   1,493,334           126,483             1,619,817           
2008                5                   1,415,392           96,416              1,511,808           
2008                6                   1,406,568           88,497              1,495,065           
2008                7                   1,467,768           112,196             1,579,964           
2008                8                   1,310,018           111,759             1,421,777           
2008                9                   928,738             76,396              1,005,134           
2008                10                  1,234,492           93,802              1,328,294           
2008                11                  1,141,731           107,935             1,249,666           
2008                12                  1,315,007           122,334             1,437,341           
2008                TOTAL               16,100,874          1,289,477           17,390,351          
2009                1                   1,177,800           108,811             1,286,611           
2009                2                   1,201,268           114,429             1,315,697           
2009                3                   1,427,444           129,029             1,556,473           
2009                4                   1,363,477           135,051             1,498,528           
2009                5                   1,267,388           110,874             1,378,262           
2009                6                   1,285,198           105,982             1,391,180           
2009                7                   1,386,158           132,591             1,518,749           
2009                8                   1,262,041           126,720             1,388,761           
2009                9                   972,845             89,782              1,062,627           
2009                10                  1,198,158           119,794             1,317,952           
2009                11                  1,149,522           116,518             1,266,040           
2009                12                  1,282,792           137,265             1,420,057           
2009                TOTAL               14,974,091          1,426,846           16,400,937          
2010                1                   1,190,284           117,485             1,307,769           
2010                2                   1,162,061           120,813             1,282,874           
2010                3                   1,497,340           145,670             1,643,010           
2010                4                   1,335,794           139,476             1,475,270           
2010                5                   1,281,233           124,741             1,405,974           
2010                6                   1,329,413           121,647             1,451,060           
2010                7                   1,441,777           149,863             1,591,640           
2010                8                   1,290,964           133,231             1,424,195           
2010                9                   1,053,328           105,546             1,158,874           
2010                10                  1,305,146           130,100             1,435,246           
2010                11                  1,262,800           103,155             1,365,955           
2010                12                  1,368,096           140,550             1,508,646           
2010                TOTAL               15,518,236          1,532,277           17,050,513          
2011                1                   1,241,719           120,140             1,361,859           
2011                2                   1,236,622           132,768             1,369,390           
2011                3                   1,516,495           144,832             1,661,327           
2011                4                   1,402,753           158,710             1,561,463           
2011                5                   1,336,382           117,320             1,453,702           
2011                6                   1,348,189           125,300             1,473,489           
2011                7                   1,440,914           164,330             1,605,244           
2011                8                   1,254,865           154,377             1,409,242           
2011                9                   1,052,380           124,343             1,176,723           
2011                10                  1,250,297           150,885             1,401,182           
2011                11                  1,259,571           138,338             1,397,909           
2011                12                  1,329,557           160,473             1,490,030           
2011                TOTAL               15,669,744          1,691,816           17,361,560          
2012                1                   1,199,137           139,202             1,338,339           
2012                2                   1,282,145           146,561             1,428,706           
2012                3                   1,517,695           181,476             1,699,171           
2012                4                   1,340,944           166,171             1,507,115           
2012                5                   1,323,517           143,869             1,467,386           
2012                6                   1,344,350           141,022             1,485,372           
2012                7                   1,387,058           174,717             1,561,775           
2012                8                   1,254,074           163,989             1,418,063           
2012                9                   1,009,668           128,018             1,137,686           
2012                10                  1,209,487           148,436             1,357,923           
2012                11                  1,230,701           145,561             1,376,262           
2012                12                  1,296,616           175,187             1,471,803           
2012                TOTAL               15,395,392          1,854,209           17,249,601          
2013                1                   1,195,831           156,899             1,352,730           
2013                2                   1,207,268           155,331             1,362,599           
2013                3                   1,513,944           193,551             1,707,495           
2013                4                   1,264,639           168,362             1,433,001           
2013                5                   1,310,767           169,354             1,480,121           
2013                6                   1,336,146           143,455             1,479,601           
2013                7                   1,334,898           179,330             1,514,228           
2013                8                   1,218,216           172,365             1,390,581           
2013                9                   967,747             137,715             1,105,462           
2013                10                  1,204,147           153,908             1,358,055           
2013                11                  1,184,277           143,545             1,327,822           
2013                12                  1,343,950           176,507             1,520,457           
2013                TOTAL               15,081,830          1,950,322           17,032,152          
2014                1                   1,179,186           172,814             1,352,000           
2014                2                   1,203,494           152,895             1,356,389           
2014                3                   1,465,783           178,277             1,644,060           
2014                4                   1,302,262           194,342             1,496,604           
2014                5                   1,292,870           164,941             1,457,811           
2014                6                   1,310,647           165,974             1,476,621           
2014                7                   1,373,513           211,004             1,584,517           
2014                8                   1,228,864           202,501             1,431,365           
2014                9                   1,028,411           149,551             1,177,962           
2014                10                  1,241,717           194,287             1,436,004           
2014                11                  1,226,990           155,084             1,382,074           
2014                12                  1,409,638           195,432             1,605,070           
2014                TOTAL               15,263,375          2,137,102           17,400,477          
2015                1                   1,277,712           199,434             1,477,146           
2015                2                   1,270,857           178,657             1,449,514           
2015                3                   1,586,140           237,075             1,823,215           
2015                4                   1,391,433           208,837             1,600,270           
2015                5                   1,359,670           196,749             1,556,419           
2015                6                   1,377,362           188,660             1,566,022           
2015                7                   1,459,541           256,010             1,715,551           
2015                8                   1,298,858           241,714             1,540,572           
2015                9                   1,122,496           188,949             1,311,445           
2015                10                  1,332,668           213,880             1,546,548           
2015                11                  1,376,908           191,974             1,568,882           
2015                12                  1,545,511           232,177             1,777,688           
2015                TOTAL               16,399,156          2,534,116           18,933,272          
2016                1                   1,408,617           227,857             1,636,474           
2016                2                   1,418,984           204,997             1,623,981           
2016                3                   1,728,021           247,218             1,975,239           
2016                4                   1,506,311           235,574             1,741,885           
2016                5                   1,469,097           224,343             1,693,440           
2016                6                   1,502,869           206,760             1,709,629           
2016                7                   1,564,700           284,648             1,849,348           
2016                8                   1,372,105           269,255             1,641,360           
2016                9                   1,219,525           202,227             1,421,752           
2016                10                  1,343,573           225,724             1,569,297           
2016                11                  1,470,785           189,744             1,660,529           
2016                12                  1,618,572           229,840             1,848,412           
2016                TOTAL               17,623,159          2,748,187           20,371,346          
2017                1                   1,503,433           222,520             1,725,953           
2017                2                   1,465,325           207,453             1,672,778           
2017                3                   1,806,286           255,216             2,061,502           
2017                4                   1,642,894           264,293             1,907,187           
2017                5                   1,565,759           227,100             1,792,859           
2017                6                   1,608,805           225,297             1,834,102           
2017                7                   1,718,371           304,338             2,022,709           
2017                8                   1,550,895           293,029             1,843,924           
2017                9                   1,119,365           197,134             1,316,499           
2017                10                  1,562,069           245,247             1,807,316           
2017                11                  1,580,680           215,051             1,795,731           
2017                12                  1,736,102           248,024             1,984,126           
2017                TOTAL               18,859,984          2,904,702           21,764,686          
2018                1                   1,624,976           251,730             1,876,706           
2018                2                   1,585,618           227,770             1,813,388           
2018                3                   1,942,583           290,974             2,233,557           
2018                4                   1,652,408           268,999             1,921,407           
2018                5                   1,673,556           250,818             1,924,374           
2018                6                   1,736,808           256,394             1,993,202           
2018                7                   1,776,050           314,407             2,090,457           
2018                8                   1,583,915           301,944             1,885,859           
2018                9                   1,351,131           224,099             1,575,230           
2018                10                  1,627,657           268,890             1,896,547           
2018                11                  1,704,935           265,977             1,970,912           
2018                12                  1,850,673           302,773             2,153,446           
2018                TOTAL               20,110,310          3,224,775           23,335,085          
2019                1                   1,684,609           297,578             1,982,187           
2019                2                   1,666,076           266,606             1,932,682           
2019                3                   2,022,130           319,518             2,341,648           
2019                4                   1,774,770           327,386             2,102,156           
2019                5                   1,803,612           288,824             2,092,436           
2019                6                   1,801,684           290,182             2,091,866           
2019                7                   1,888,295           357,542             2,245,837           
2019                8                   1,650,630           335,127             1,985,757           
2019                9                   1,363,002           234,808             1,597,810           
2019                10                  1,753,496           262,825             2,016,321           
2019                11                  1,781,160                                                   
2019                12                  2,020,889                                                   
2019                TOTAL               21,210,353          2,980,396           20,388,700          
2020                1                   1,857,688                                                   
2020                TOTAL               1,857,688           0                   0                   
