Year                Month               DOM                 INTER               TOTAL               
2013                4                   1,085,403           172,836             1,258,239           
2013                5                   1,150,135           176,717             1,326,852           
2013                6                   1,179,045           211,857             1,390,902           
2013                7                   1,224,745           241,101             1,465,846           
2013                8                   1,241,674           247,026             1,488,700           
2013                9                   1,036,622           201,353             1,237,975           
2013                10                  1,109,603           184,786             1,294,389           
2013                11                  989,860             128,401             1,118,261           
2013                12                  975,571             136,125             1,111,696           
2013                TOTAL               12,750,719          2,095,719           14,846,438          
2014                1                   870,002             133,921             1,003,923           
2014                2                   819,046             112,291             931,337             
2014                3                   1,118,853           161,326             1,280,179           
2014                4                   1,155,129           187,250             1,342,379           
2014                5                   1,225,935           205,789             1,431,724           
2014                6                   1,216,692           233,515             1,450,207           
2014                7                   1,275,857           279,751             1,555,608           
2014                8                   1,263,010           282,680             1,545,690           
2014                9                   1,096,291           223,138             1,319,429           
2014                10                  1,155,677           193,849             1,349,526           
2014                11                  1,030,745           156,833             1,187,578           
2014                12                  983,631             152,227             1,135,858           
2014                TOTAL               13,210,868          2,322,570           15,533,438          
2015                1                   898,022             162,387             1,060,409           
2015                2                   811,454             125,532             936,986             
2015                3                   1,185,111           183,198             1,368,309           
2015                4                   1,189,046           196,098             1,385,144           
2015                5                   1,271,395           230,868             1,502,263           
2015                6                   1,265,725           255,100             1,520,825           
2015                7                   1,358,752           294,530             1,653,282           
2015                8                   1,326,977           302,377             1,629,354           
2015                9                   1,159,837           240,354             1,400,191           
2015                10                  1,245,703           224,705             1,470,408           
2015                11                  1,120,428           165,782             1,286,210           
2015                12                  1,018,330           170,480             1,188,810           
2015                TOTAL               13,850,780          2,551,411           16,402,191          
2016                1                   979,388             200,975             1,180,363           
2016                2                   963,238             157,567             1,120,805           
2016                3                   1,224,040           222,603             1,446,643           
2016                4                   1,223,263           244,230             1,467,493           
2016                5                   1,327,879           265,100             1,592,979           
2016                6                   1,381,115           304,571             1,685,686           
2016                7                   1,404,461           367,456             1,771,917           
2016                8                   1,393,771           359,528             1,753,299           
2016                9                   1,237,523           294,993             1,532,516           
2016                10                  1,283,863           266,789             1,550,652           
2016                11                  1,219,315           206,217             1,425,532           
2016                12                  1,104,942           215,582             1,320,524           
2016                TOTAL               14,742,798          3,105,611           17,848,409          
2017                1                   1,065,755           235,580             1,301,335           
2017                2                   950,797             179,225             1,130,022           
2017                3                   1,287,056           249,884             1,536,940           
2017                4                   1,331,699           284,506             1,616,205           
2017                5                   1,411,410           303,065             1,714,475           
2017                6                   1,416,467           331,772             1,748,239           
2017                7                   1,413,294           381,197             1,794,491           
2017                8                   1,461,658           377,913             1,839,571           
2017                9                   1,254,374           315,214             1,569,588           
2017                10                  1,374,065           289,596             1,663,661           
2017                11                  1,281,630           228,901             1,510,531           
2017                12                  1,164,524           223,220             1,387,744           
2017                TOTAL               15,412,729          3,400,073           18,812,802          
2018                1                   1,048,344           227,880             1,276,224           
2018                2                   1,050,584           198,022             1,248,606           
2018                3                   1,327,642           281,877             1,609,519           
2018                4                   1,435,371           296,689             1,732,060           
2018                5                   1,514,734           314,905             1,829,639           
2018                6                   1,541,597           342,955             1,884,552           
2018                7                   1,577,600           398,153             1,975,753           
2018                8                   1,592,181           391,532             1,983,713           
2018                9                   1,339,212           309,735             1,648,947           
2018                10                  1,462,506           320,468             1,782,974           
2018                11                  1,348,938           250,395             1,599,333           
2018                12                  1,216,878           249,532             1,466,410           
2018                TOTAL               16,455,587          3,582,143           20,037,730          
2019                1                   1,085,964           254,885             1,340,849           
2019                2                   1,088,080           208,274             1,296,354           
2019                3                   1,423,435           300,030             1,723,465           
2019                4                   1,456,224           343,259             1,799,483           
2019                5                   1,554,028           357,299             1,911,327           
2019                6                   1,540,859           385,762             1,926,621           
2019                7                   1,566,401           440,828             2,007,229           
2019                8                   1,584,508           437,829             2,022,337           
2019                9                   1,386,290           348,132             1,734,422           
2019                10                  1,491,495           331,729             1,823,224           
2019                11                  1,321,081                                                   
2019                12                  1,322,640                                                   
2019                TOTAL               16,821,005          3,408,027           17,585,311          
2020                1                   1,171,313                                                   
2020                TOTAL               1,171,313           0                   0                   
