Year                Month               DOM                 INTER               TOTAL               
2010                11                  1,496,428           87,546              1,583,974           
2010                12                  1,448,898           104,374             1,553,272           
2010                TOTAL               17,358,331          1,312,347           18,670,678          
2011                1                   1,321,550           109,515             1,431,065           
2011                2                   1,282,922           94,340              1,377,262           
2011                3                   1,536,080           125,647             1,661,727           
2011                4                   1,465,799           124,976             1,590,775           
2011                5                   1,592,684           127,549             1,720,233           
2011                6                   1,548,124           135,205             1,683,329           
2011                7                   1,574,306           159,986             1,734,292           
2011                8                   1,509,502           142,938             1,652,440           
2011                9                   1,393,849           94,899              1,488,748           
2011                10                  1,488,560           95,897              1,584,457           
2011                11                  1,481,724           95,513              1,577,237           
2011                12                  1,479,694           99,926              1,579,620           
2011                TOTAL               17,674,794          1,406,391           19,081,185          
2012                1                   1,429,473           105,987             1,535,460           
2012                2                   1,393,727           99,368              1,493,095           
2012                3                   1,590,467           133,407             1,723,874           
2012                4                   1,532,859           136,323             1,669,182           
2012                5                   1,625,180           133,580             1,758,760           
2012                6                   1,576,395           151,570             1,727,965           
2012                7                   1,598,916           167,379             1,766,295           
2012                8                   1,641,902           154,397             1,796,299           
2012                9                   1,475,133           96,158              1,571,291           
2012                10                  1,595,450           97,163              1,692,613           
2012                11                  1,585,900           90,783              1,676,683           
2012                12                  1,548,495           98,245              1,646,740           
2012                TOTAL               18,593,897          1,464,360           20,058,257          
2013                1                   1,496,118           108,462             1,604,580           
2013                2                   1,481,933           97,740              1,579,673           
2013                3                   1,663,690           137,329             1,801,019           
2013                4                   1,630,277           135,256             1,765,533           
2013                5                   1,736,885           137,545             1,874,430           
2013                6                   1,667,182           160,908             1,828,090           
2013                7                   1,701,362           174,620             1,875,982           
2013                8                   1,719,170           163,735             1,882,905           
2013                9                   1,722,997           99,304              1,822,301           
2013                10                  1,703,053           96,952              1,800,005           
2013                11                  1,592,557           91,230              1,683,787           
2013                12                  1,716,839           105,354             1,822,193           
2013                TOTAL               19,832,063          1,508,435           21,340,498          
2014                1                   1,599,591           111,759             1,711,350           
2014                2                   1,355,617           96,094              1,451,711           
2014                3                   1,740,872           138,440             1,879,312           
2014                4                   1,707,218           145,191             1,852,409           
2014                5                   1,781,584           144,840             1,926,424           
2014                6                   1,728,984           164,336             1,893,320           
2014                7                   1,771,896           190,140             1,962,036           
2014                8                   1,723,925           175,721             1,899,646           
2014                9                   1,594,515           93,517              1,688,032           
2014                10                  1,767,015           97,019              1,864,034           
2014                11                  1,599,744           84,234              1,683,978           
2014                12                  1,668,125           104,087             1,772,212           
2014                TOTAL               20,039,086          1,545,378           21,584,464          
2015                1                   1,549,704           109,462             1,659,166           
2015                2                   1,401,526           95,142              1,496,668           
2015                3                   1,768,926           134,155             1,903,081           
2015                4                   1,753,033           135,945             1,888,978           
2015                5                   1,818,467           145,685             1,964,152           
2015                6                   1,749,361           161,352             1,910,713           
2015                7                   1,814,395           182,425             1,996,820           
2015                8                   1,772,603           159,780             1,932,383           
2015                9                   1,651,758           94,639              1,746,397           
2015                10                  1,797,810           96,544              1,894,354           
2015                11                  1,696,154           81,985              1,778,139           
2015                12                  1,695,419           96,613              1,792,032           
2015                TOTAL               20,469,156          1,493,727           21,962,883          
2016                1                   1,511,284           101,177             1,612,461           
2016                2                   1,436,829           95,229              1,532,058           
2016                3                   1,721,037           131,226             1,852,263           
2016                4                   1,739,208           135,012             1,874,220           
2016                5                   1,824,742           140,786             1,965,528           
2016                6                   1,784,346           162,982             1,947,328           
2016                7                   1,789,883           185,002             1,974,885           
2016                8                   1,744,319           157,029             1,901,348           
2016                9                   1,594,226           90,009              1,684,235           
2016                10                  1,668,957           97,396              1,766,353           
2016                11                  1,617,912           84,442              1,702,354           
2016                12                  1,647,207           103,107             1,750,314           
2016                TOTAL               20,079,950          1,483,397           21,563,347          
2017                1                   1,523,484           103,257             1,626,741           
2017                2                   1,466,297           91,029              1,557,326           
2017                3                   1,797,690           124,547             1,922,237           
2017                4                   1,733,746           144,664             1,878,410           
2017                5                   1,823,070           147,023             1,970,093           
2017                6                   1,790,811           169,178             1,959,989           
2017                7                   1,788,978           191,429             1,980,407           
2017                8                   1,801,953           162,798             1,964,751           
2017                9                   1,557,706           98,174              1,655,880           
2017                10                  1,820,420           106,232             1,926,652           
2017                11                  1,715,686           81,933              1,797,619           
2017                12                  1,708,244           109,737             1,817,981           
2017                TOTAL               20,528,085          1,530,001           22,058,086          
2018                1                   1,545,094           102,307             1,647,401           
2018                2                   1,532,263           96,158              1,628,421           
2018                3                   1,811,039           140,976             1,952,015           
2018                4                   1,775,101           148,178             1,923,279           
2018                5                   1,860,133           149,562             2,009,695           
2018                6                   1,749,731           171,146             1,920,877           
2018                7                   1,819,199           189,932             2,009,131           
2018                8                   1,841,772           162,484             2,004,256           
2018                9                   1,503,496           96,878              1,600,374           
2018                10                  1,839,961           114,509             1,954,470           
2018                11                  1,809,686           91,778              1,901,464           
2018                12                  1,663,031           112,389             1,775,420           
2018                TOTAL               20,750,506          1,576,297           22,326,803          
2019                1                   1,692,633           123,493             1,816,126           
2019                2                   1,631,531           113,382             1,744,913           
2019                3                   1,946,747           153,311             2,100,058           
2019                4                   1,850,662           165,304             2,015,966           
2019                5                   1,974,645           169,011             2,143,656           
2019                6                   1,878,519           193,347             2,071,866           
2019                7                   1,935,814           208,105             2,143,919           
2019                8                   1,909,234           177,458             2,086,692           
2019                9                   1,826,898           113,004             1,939,902           
2019                10                  2,010,247           126,032             2,136,279           
2019                11                  1,868,151                                                   
2019                12                  1,956,268                                                   
2019                TOTAL               22,481,349          1,542,447           20,199,377          
2020                1                   1,878,814                                                   
2020                TOTAL               1,878,814           0                   0                   
