Year                Month               DOM                 INTER               TOTAL               
2008                TOTAL               12,045,674          5,612,856           17,658,530          
2009                1                   796,892             376,796             1,173,688           
2009                2                   769,930             335,304             1,105,234           
2009                3                   979,828             433,456             1,413,284           
2009                4                   1,002,012           481,890             1,483,902           
2009                5                   994,525             446,705             1,441,230           
2009                6                   998,992             463,930             1,462,922           
2009                7                   1,067,362           563,484             1,630,846           
2009                8                   1,064,048           592,706             1,656,754           
2009                9                   880,695             433,566             1,314,261           
2009                10                  938,922             438,461             1,377,383           
2009                11                  891,618             374,772             1,266,390           
2009                12                  898,673             422,620             1,321,293           
2009                TOTAL               11,283,497          5,363,690           16,647,187          
2010                1                   793,777             438,547             1,232,324           
2010                2                   708,426             356,979             1,065,405           
2010                3                   959,065             485,497             1,444,562           
2010                4                   993,316             463,450             1,456,766           
2010                5                   954,300             487,226             1,441,526           
2010                6                   975,904             511,328             1,487,232           
2010                7                   992,352             599,205             1,591,557           
2010                8                   1,010,136           594,973             1,605,109           
2010                9                   844,750             458,901             1,303,651           
2010                10                  902,461             474,021             1,376,482           
2010                11                  890,743             406,094             1,296,837           
2010                12                  812,613             410,785             1,223,398           
2010                TOTAL               10,837,843          5,687,006           16,524,849          
2011                1                   715,623             413,634             1,129,257           
2011                2                   679,981             350,438             1,030,419           
2011                3                   937,571             468,257             1,405,828           
2011                4                   959,235             512,889             1,472,124           
2011                5                   1,006,548           496,373             1,502,921           
2011                6                   1,025,225           513,265             1,538,490           
2011                7                   1,060,444           607,378             1,667,822           
2011                8                   985,796             559,117             1,544,913           
2011                9                   881,250             466,176             1,347,426           
2011                10                  910,193             458,206             1,368,399           
2011                11                  932,905             398,963             1,331,868           
2011                12                  927,532             430,188             1,357,720           
2011                TOTAL               11,022,303          5,674,884           16,697,187          
2012                1                   799,999             413,731             1,213,730           
2012                2                   782,255             378,028             1,160,283           
2012                3                   1,006,936           481,633             1,488,569           
2012                4                   1,031,814           496,175             1,527,989           
2012                5                   1,021,375           476,557             1,497,932           
2012                6                   1,059,358           501,520             1,560,878           
2012                7                   1,052,298           575,971             1,628,269           
2012                8                   1,068,891           569,843             1,638,734           
2012                9                   880,116             460,501             1,340,617           
2012                10                  863,344             423,884             1,287,228           
2012                11                  906,809             376,530             1,283,339           
2012                12                  927,512             415,155             1,342,667           
2012                TOTAL               11,400,707          5,569,528           16,970,235          
2013                1                   830,757             430,269             1,261,026           
2013                2                   781,880             353,037             1,134,917           
2013                3                   1,001,654           492,099             1,493,753           
2013                4                   1,017,954           490,228             1,508,182           
2013                5                   1,052,872           490,530             1,543,402           
2013                6                   1,055,049           514,500             1,569,549           
2013                7                   1,066,601           567,756             1,634,357           
2013                8                   1,095,712           574,765             1,670,477           
2013                9                   952,323             461,949             1,414,272           
2013                10                  1,003,300           461,994             1,465,294           
2013                11                  954,630             389,302             1,343,932           
2013                12                  1,032,629           433,108             1,465,737           
2013                TOTAL               11,845,361          5,659,537           17,504,898          
2014                1                   850,078             413,627             1,263,705           
2014                2                   747,605             350,532             1,098,137           
2014                3                   1,060,117           478,007             1,538,124           
2014                4                   965,962             509,736             1,475,698           
2014                5                   1,001,731           499,180             1,500,911           
2014                6                   1,071,513           524,934             1,596,447           
2014                7                   1,077,977           602,667             1,680,644           
2014                8                   1,115,934           598,878             1,714,812           
2014                9                   962,173             481,528             1,443,701           
2014                10                  981,424             465,173             1,446,597           
2014                11                  988,802             424,376             1,413,178           
2014                12                  1,042,161           452,914             1,495,075           
2014                TOTAL               11,865,477          5,801,552           17,667,029          
2015                1                   872,556             434,472             1,307,028           
2015                2                   833,797             372,625             1,206,422           
2015                3                   1,057,680           486,092             1,543,772           
2015                4                   1,109,342           497,028             1,606,370           
2015                5                   1,123,229           496,929             1,620,158           
2015                6                   1,114,916           512,245             1,627,161           
2015                7                   1,159,724           599,910             1,759,634           
2015                8                   1,161,728           600,160             1,761,888           
2015                9                   1,053,669           474,011             1,527,680           
2015                10                  1,136,027           457,147             1,593,174           
2015                11                  1,115,992           404,225             1,520,217           
2015                12                  1,113,568           439,711             1,553,279           
2015                TOTAL               12,852,228          5,774,555           18,626,783          
2016                1                   924,525             427,616             1,352,141           
2016                2                   945,313             392,829             1,338,142           
2016                3                   1,151,153           484,549             1,635,702           
2016                4                   1,174,110           478,293             1,652,403           
2016                5                   1,243,347           497,824             1,741,171           
2016                6                   1,199,374           513,841             1,713,215           
2016                7                   1,214,453           622,881             1,837,334           
2016                8                   1,261,001           613,093             1,874,094           
2016                9                   1,157,707           503,915             1,661,622           
2016                10                  1,192,226           479,433             1,671,659           
2016                11                  1,234,252           416,194             1,650,446           
2016                12                  1,238,682           461,925             1,700,607           
2016                TOTAL               13,936,143          5,892,393           19,828,536          
2017                1                   1,105,375           469,173             1,574,548           
2017                2                   1,012,833           385,216             1,398,049           
2017                3                   1,300,455           468,389             1,768,844           
2017                4                   1,300,268           535,228             1,835,496           
2017                5                   1,327,652           517,886             1,845,538           
2017                6                   1,335,191           548,149             1,883,340           
2017                7                   1,361,100           671,400             2,032,500           
2017                8                   1,373,506           661,506             2,035,012           
2017                9                   1,188,920           526,477             1,715,397           
2017                10                  1,319,542           504,418             1,823,960           
2017                11                  1,323,035           455,617             1,778,652           
2017                12                  1,324,277           498,345             1,822,622           
2017                TOTAL               15,272,154          6,241,804           21,513,958          
2018                1                   1,105,752           494,006             1,599,758           
2018                2                   1,091,523           423,733             1,515,256           
2018                3                   1,308,397           536,758             1,845,155           
2018                4                   1,395,315           562,759             1,958,074           
2018                5                   1,470,601           562,949             2,033,550           
2018                6                   1,431,052           616,347             2,047,399           
2018                7                   1,406,869           748,143             2,155,012           
2018                8                   1,411,103           703,560             2,114,663           
2018                9                   1,258,086           562,180             1,820,266           
2018                10                  1,370,782           564,305             1,935,087           
2018                11                  1,334,183           495,006             1,829,189           
2018                12                  1,312,894           533,308             1,846,202           
2018                TOTAL               15,896,557          6,803,054           22,699,611          
2019                1                   1,125,185           533,249             1,658,434           
2019                2                   1,085,872           442,728             1,528,600           
2019                3                   1,415,696           559,164             1,974,860           
2019                4                   1,357,881           599,939             1,957,820           
2019                5                   1,433,949           591,153             2,025,102           
2019                6                   1,375,085           656,992             2,032,077           
2019                7                   1,376,440           731,832             2,108,272           
2019                8                   1,419,182           711,570             2,130,752           
2019                9                   1,295,131           608,683             1,903,814           
2019                10                  1,393,087           566,350             1,959,437           
2019                11                  1,326,262                                                   
2019                12                  1,420,801                                                   
2019                TOTAL               16,024,571          6,001,660           19,279,168          
2020                1                   1,287,961                                                   
2020                TOTAL               1,287,961           0                   0                   
