Year                Month               DOM                 INTER               TOTAL               
2018                12                  1,149,105           88,136              1,237,241           
2018                TOTAL               13,932,954          1,120,113           15,053,067          
2019                1                   955,147             69,415              1,024,562           
2019                2                   934,963             70,577              1,005,540           
2019                3                   1,209,715           82,739              1,292,454           
2019                4                   1,210,189           88,723              1,298,912           
2019                5                   1,342,539           96,455              1,438,994           
2019                6                   1,283,387           98,888              1,382,275           
2019                7                   1,258,141           105,712             1,363,853           
2019                8                   1,307,803           114,410             1,422,213           
2019                9                   1,148,668           103,799             1,252,467           
2019                10                  1,226,162           100,283             1,326,445           
2019                11                  1,137,815                                                   
2019                12                  1,241,011                                                   
2019                TOTAL               14,255,540          931,001             12,807,715          
2020                1                   993,891                                                     
2020                TOTAL               993,891             0                   0                   
