Year                Month               DOM                 INTER               TOTAL               
2016                6                   1,702,726           69,528              1,772,254           
2016                7                   1,722,829           75,193              1,798,022           
2016                8                   1,569,258           63,892              1,633,150           
2016                9                   1,492,319           44,422              1,536,741           
2016                10                  1,669,206           70,817              1,740,023           
2016                11                  1,632,312           90,104              1,722,416           
2016                12                  1,704,977           99,727              1,804,704           
2016                TOTAL               19,882,585          1,027,878           20,910,463          
2017                1                   1,597,639           110,653             1,708,292           
2017                2                   1,530,933           99,214              1,630,147           
2017                3                   1,969,645           114,463             2,084,108           
2017                4                   1,702,573           99,176              1,801,749           
2017                5                   1,723,488           75,961              1,799,449           
2017                6                   1,712,007           75,284              1,787,291           
2017                7                   1,743,545           81,999              1,825,544           
2017                8                   1,638,013           69,771              1,707,784           
2017                9                   1,472,803           47,512              1,520,315           
2017                10                  1,707,012           73,647              1,780,659           
2017                11                  1,656,510           88,202              1,744,712           
2017                12                  1,702,754           98,349              1,801,103           
2017                TOTAL               20,156,922          1,034,231           21,191,153          
2018                1                   1,642,115           112,042             1,754,157           
2018                2                   1,582,864           101,204             1,684,068           
2018                3                   2,018,624           119,946             2,138,570           
2018                4                   1,706,082           99,837              1,805,919           
2018                5                   1,761,102           73,384              1,834,486           
2018                6                   1,717,315           73,524              1,790,839           
2018                7                   1,779,861           82,608              1,862,469           
2018                8                   1,658,757           68,718              1,727,475           
2018                9                   1,515,541           43,799              1,559,340           
2018                10                  1,761,124           82,789              1,843,913           
2018                11                  1,707,965           92,398              1,800,363           
2018                12                  1,763,800           105,433             1,869,233           
2018                TOTAL               20,615,150          1,055,682           21,670,832          
2019                1                   1,698,501           107,926             1,806,427           
2019                2                   1,619,935           99,039              1,718,974           
2019                3                   2,080,107           117,420             2,197,527           
2019                4                   1,792,092           101,219             1,893,311           
2019                5                   1,801,824           75,640              1,877,464           
2019                6                   1,753,839           73,018              1,826,857           
2019                7                   1,801,085           81,244              1,882,329           
2019                8                   1,703,823           70,816              1,774,639           
2019                9                   1,616,274           56,520              1,672,794           
2019                10                  1,836,462           83,765              1,920,227           
2019                11                  1,710,009                                                   
2019                12                  1,944,727                                                   
2019                TOTAL               21,358,678          866,607             18,570,549          
2020                1                   1,790,906                                                   
2020                TOTAL               1,790,906           0                   0                   
