Year                Month               DOM                 INTER               TOTAL               
2011                3                   810,846             729,856             1,540,702           
2011                4                   759,893             719,233             1,479,126           
2011                5                   780,396             675,004             1,455,400           
2011                6                   776,638             709,321             1,485,959           
2011                7                   823,574             868,798             1,692,372           
2011                8                   728,737             822,805             1,551,542           
2011                9                   643,899             641,388             1,285,287           
2011                10                  732,814             695,171             1,427,985           
2011                11                  776,217             710,565             1,486,782           
2011                12                  866,347             818,962             1,685,309           
2011                TOTAL               9,150,045           8,745,959           17,896,004          
2012                1                   789,623             812,052             1,601,675           
2012                2                   772,104             689,354             1,461,458           
2012                3                   889,292             815,098             1,704,390           
2012                4                   789,202             746,982             1,536,184           
2012                5                   806,346             699,238             1,505,584           
2012                6                   798,433             738,195             1,536,628           
2012                7                   808,413             896,647             1,705,060           
2012                8                   726,443             840,738             1,567,181           
2012                9                   610,862             666,717             1,277,579           
2012                10                  692,165             697,708             1,389,873           
2012                11                  742,565             754,276             1,496,841           
2012                12                  838,388             846,899             1,685,287           
2012                TOTAL               9,263,836           9,203,904           18,467,740          
2013                1                   780,427             846,185             1,626,612           
2013                2                   742,819             722,854             1,465,673           
2013                3                   879,413             864,591             1,744,004           
2013                4                   741,567             772,509             1,514,076           
2013                5                   793,170             772,880             1,566,050           
2013                6                   784,519             792,310             1,576,829           
2013                7                   800,241             930,420             1,730,661           
2013                8                   750,089             900,953             1,651,042           
2013                9                   627,680             694,954             1,322,634           
2013                10                  731,929             743,662             1,475,591           
2013                11                  728,945             766,465             1,495,410           
2013                12                  888,788             909,156             1,797,944           
2013                TOTAL               9,249,587           9,716,939           18,966,526          
2014                1                   792,203             900,206             1,692,409           
2014                2                   755,662             722,577             1,478,239           
2014                3                   878,503             808,357             1,686,860           
2014                4                   796,556             809,273             1,605,829           
2014                5                   824,439             750,366             1,574,805           
2014                6                   794,127             768,787             1,562,914           
2014                7                   809,573             921,585             1,731,158           
2014                8                   755,185             875,980             1,631,165           
2014                9                   633,652             676,641             1,310,293           
2014                10                  738,361             728,985             1,467,346           
2014                11                  746,870             759,477             1,506,347           
2014                12                  915,174             897,602             1,812,776           
2014                TOTAL               9,440,305           9,619,836           19,060,141          
2015                1                   826,060             913,659             1,739,719           
2015                2                   805,726             750,805             1,556,531           
2015                3                   925,748             844,530             1,770,278           
2015                4                   861,922             794,973             1,656,895           
2015                5                   892,258             771,089             1,663,347           
2015                6                   873,980             807,381             1,681,361           
2015                7                   930,602             980,128             1,910,730           
2015                8                   869,722             938,030             1,807,752           
2015                9                   774,373             731,916             1,506,289           
2015                10                  877,796             786,100             1,663,896           
2015                11                  868,245             798,721             1,666,966           
2015                12                  997,468             933,396             1,930,864           
2015                TOTAL               10,503,900          10,050,728          20,554,628          
2016                1                   895,657             916,454             1,812,111           
2016                2                   867,638             745,547             1,613,185           
2016                3                   1,003,122           852,121             1,855,243           
2016                4                   892,830             769,163             1,661,993           
2016                5                   937,406             759,369             1,696,775           
2016                6                   892,564             796,747             1,689,311           
2016                7                   932,181             962,768             1,894,949           
2016                8                   841,530             913,309             1,754,839           
2016                9                   736,542             700,731             1,437,273           
2016                10                  772,622             749,760             1,522,382           
2016                11                  847,850             769,533             1,617,383           
2016                12                  944,386             921,160             1,865,546           
2016                TOTAL               10,564,328          9,856,662           20,420,990          
2017                1                   864,273             943,966             1,808,239           
2017                2                   804,071             745,932             1,550,003           
2017                3                   968,519             847,505             1,816,024           
2017                4                   887,454             877,234             1,764,688           
2017                5                   905,155             789,920             1,695,075           
2017                6                   869,226             841,068             1,710,294           
2017                7                   910,726             993,504             1,904,230           
2017                8                   844,923             958,629             1,803,552           
2017                9                   547,733             597,826             1,145,559           
2017                10                  834,741             798,544             1,633,285           
2017                11                  872,514             813,767             1,686,281           
2017                12                  986,078             910,371             1,896,449           
2017                TOTAL               10,295,413          10,118,266          20,413,679          
2018                1                   887,295             932,030             1,819,325           
2018                2                   859,649             774,976             1,634,625           
2018                3                   992,655             904,718             1,897,373           
2018                4                   869,041             836,884             1,705,925           
2018                5                   899,902             797,376             1,697,278           
2018                6                   877,179             805,260             1,682,439           
2018                7                   898,492             929,247             1,827,739           
2018                8                   852,828             892,700             1,745,528           
2018                9                   724,057             698,117             1,422,174           
2018                10                  823,849             774,831             1,598,680           
2018                11                  856,972             834,146             1,691,118           
2018                12                  997,495             930,886             1,928,381           
2018                TOTAL               10,539,414          10,111,171          20,650,585          
2019                1                   940,489             995,227             1,935,716           
2019                2                   896,140             827,694             1,723,834           
2019                3                   1,018,046           925,968             1,944,014           
2019                4                   869,365             878,385             1,747,750           
2019                5                   899,836             825,785             1,725,621           
2019                6                   858,412             860,115             1,718,527           
2019                7                   888,113             991,487             1,879,600           
2019                8                   829,778             941,420             1,771,198           
2019                9                   758,854             722,410             1,481,264           
2019                10                  867,425             785,572             1,652,997           
2019                11                  881,701                                                     
2019                12                  1,095,924                                                   
2019                TOTAL               10,804,083          8,754,063           17,580,521          
2020                1                   1,006,574                                                   
2020                TOTAL               1,006,574           0                   0                   
