Year                Month               DOM                 INTER               TOTAL               
2007                9                   1,066,805           163,048             1,229,853           
2007                10                  1,194,317           131,262             1,325,579           
2007                11                  1,124,874           119,226             1,244,100           
2007                12                  1,030,473           128,987             1,159,460           
2007                TOTAL               13,856,988          1,782,897           15,639,885          
2008                1                   1,006,905           119,527             1,126,432           
2008                2                   992,169             112,868             1,105,037           
2008                3                   1,214,322           157,188             1,371,510           
2008                4                   1,175,493           147,668             1,323,161           
2008                5                   1,199,191           182,018             1,381,209           
2008                6                   1,267,853           197,621             1,465,474           
2008                7                   1,312,253           188,552             1,500,805           
2008                8                   1,296,024           192,778             1,488,802           
2008                9                   1,028,674           154,341             1,183,015           
2008                10                  1,186,160           130,572             1,316,732           
2008                11                  1,004,830           113,414             1,118,244           
2008                12                  1,061,746           126,321             1,188,067           
2008                TOTAL               13,745,620          1,822,868           15,568,488          
2009                1                   926,892             118,989             1,045,881           
2009                2                   906,329             108,996             1,015,325           
2009                3                   1,108,147           143,558             1,251,705           
2009                4                   1,131,665           158,725             1,290,390           
2009                5                   1,133,259           166,591             1,299,850           
2009                6                   1,196,337           198,350             1,394,687           
2009                7                   1,282,610           198,397             1,481,007           
2009                8                   1,241,616           201,851             1,443,467           
2009                9                   1,024,925           167,627             1,192,552           
2009                10                  1,143,070           134,997             1,278,067           
2009                11                  1,034,732           115,677             1,150,409           
2009                12                  1,014,960           124,400             1,139,360           
2009                TOTAL               13,144,542          1,838,158           14,982,700          
2010                1                   930,492             120,787             1,051,279           
2010                2                   790,246             101,541             891,787             
2010                3                   1,139,171           155,082             1,294,253           
2010                4                   1,085,476           146,672             1,232,148           
2010                5                   1,130,729           182,518             1,313,247           
2010                6                   1,181,631           198,713             1,380,344           
2010                7                   1,220,113           197,031             1,417,144           
2010                8                   1,231,577           194,502             1,426,079           
2010                9                   1,056,099           173,768             1,229,867           
2010                10                  1,172,411           148,022             1,320,433           
2010                11                  1,080,533           121,321             1,201,854           
2010                12                  1,033,466           134,144             1,167,610           
2010                TOTAL               13,051,944          1,874,101           14,926,045          
2011                1                   933,477             129,964             1,063,441           
2011                2                   878,945             112,904             991,849             
2011                3                   1,135,612           157,052             1,292,664           
2011                4                   1,087,043           164,303             1,251,346           
2011                5                   1,144,493           192,330             1,336,823           
2011                6                   1,160,749           191,599             1,352,348           
2011                7                   1,191,778           194,540             1,386,318           
2011                8                   1,154,385           181,240             1,335,625           
2011                9                   1,040,564           162,419             1,202,983           
2011                10                  1,109,540           147,684             1,257,224           
2011                11                  1,067,006           122,650             1,189,656           
2011                12                  1,059,856           130,622             1,190,478           
2011                TOTAL               12,963,448          1,887,307           14,850,755          
2012                1                   962,301             127,108             1,089,409           
2012                2                   927,574             114,451             1,042,025           
2012                3                   1,092,524           164,897             1,257,421           
2012                4                   1,050,078           167,813             1,217,891           
2012                5                   1,097,404           184,964             1,282,368           
2012                6                   1,117,429           195,489             1,312,918           
2012                7                   1,132,311           175,576             1,307,887           
2012                8                   1,170,296           178,581             1,348,877           
2012                9                   1,001,650           156,834             1,158,484           
2012                10                  1,050,837           135,580             1,186,417           
2012                11                  1,070,113           124,244             1,194,357           
2012                12                  1,025,705           131,662             1,157,367           
2012                TOTAL               12,698,222          1,857,199           14,555,421          
2013                1                   966,537             127,044             1,093,581           
2013                2                   945,271             128,386             1,073,657           
2013                3                   1,117,379           162,861             1,280,240           
2013                4                   1,042,395           157,588             1,199,983           
2013                5                   1,105,044           194,609             1,299,653           
2013                6                   1,122,843           206,914             1,329,757           
2013                7                   1,148,232           195,269             1,343,501           
2013                8                   1,166,352           197,723             1,364,075           
2013                9                   999,226             160,594             1,159,820           
2013                10                  1,095,178           145,840             1,241,018           
2013                11                  999,257             131,187             1,130,444           
2013                12                  1,045,785           135,597             1,181,382           
2013                TOTAL               12,753,499          1,943,612           14,697,111          
2014                1                   942,728             116,060             1,058,788           
2014                2                   854,841             106,440             961,281             
2014                3                   1,088,010           156,146             1,244,156           
2014                4                   1,107,320           169,992             1,277,312           
2014                5                   1,141,213           204,452             1,345,665           
2014                6                   1,133,551           213,268             1,346,819           
2014                7                   1,184,043           189,595             1,373,638           
2014                8                   1,186,005           212,769             1,398,774           
2014                9                   1,024,989           165,380             1,190,369           
2014                10                  1,126,989           146,026             1,273,015           
2014                11                  984,134             126,419             1,110,553           
2014                12                  1,017,305           145,805             1,163,110           
2014                TOTAL               12,791,128          1,952,352           14,743,480          
2015                1                   877,352             124,760             1,002,112           
2015                2                   884,986             107,731             992,717             
2015                3                   1,069,602           141,214             1,210,816           
2015                4                   1,079,528           165,124             1,244,652           
2015                5                   1,136,860           194,806             1,331,666           
2015                6                   1,165,864           213,100             1,378,964           
2015                7                   1,259,808           204,533             1,464,341           
2015                8                   1,231,296           208,269             1,439,565           
2015                9                   1,079,899           172,579             1,252,478           
2015                10                  1,165,888           155,444             1,321,332           
2015                11                  1,086,035           131,092             1,217,127           
2015                12                  1,052,748           144,310             1,197,058           
2015                TOTAL               13,089,866          1,962,962           15,052,828          
2016                1                   902,954             118,450             1,021,404           
2016                2                   891,251             102,455             993,706             
2016                3                   1,110,274           148,570             1,258,844           
2016                4                   1,059,871           150,925             1,210,796           
2016                5                   1,130,913           176,137             1,307,050           
2016                6                   1,166,600           198,826             1,365,426           
2016                7                   1,177,711           196,169             1,373,880           
2016                8                   1,173,669           184,888             1,358,557           
2016                9                   1,038,613           159,960             1,198,573           
2016                10                  1,098,865           138,867             1,237,732           
2016                11                  1,008,833           108,106             1,116,939           
2016                12                  977,118             127,921             1,105,039           
2016                TOTAL               12,736,672          1,811,274           14,547,946          
2017                1                   890,893             104,197             995,090             
2017                2                   828,923             87,072              915,995             
2017                3                   1,036,182           130,501             1,166,683           
2017                4                   1,068,094           156,236             1,224,330           
2017                5                   1,095,935           182,676             1,278,611           
2017                6                   1,128,715           202,092             1,330,807           
2017                7                   1,134,580           184,673             1,319,253           
2017                8                   1,146,089           187,988             1,334,077           
2017                9                   969,853             152,857             1,122,710           
2017                10                  1,109,282           130,719             1,240,001           
2017                11                  1,053,535           113,446             1,166,981           
2017                12                  1,030,235           129,206             1,159,441           
2017                TOTAL               12,492,316          1,761,663           14,253,979          
2018                1                   941,696             111,082             1,052,778           
2018                2                   916,356             96,191              1,012,547           
2018                3                   1,067,949           131,591             1,199,540           
2018                4                   1,111,036           151,988             1,263,024           
2018                5                   1,178,546           197,776             1,376,322           
2018                6                   1,266,270           225,562             1,491,832           
2018                7                   1,259,592           202,484             1,462,076           
2018                8                   1,240,998           204,877             1,445,875           
2018                9                   1,035,117           165,101             1,200,218           
2018                10                  1,156,610           157,394             1,314,004           
2018                11                  1,093,846           125,029             1,218,875           
2018                12                  1,077,325           145,675             1,223,000           
2018                TOTAL               13,345,341          1,914,750           15,260,091          
2019                1                   943,815             113,996             1,057,811           
2019                2                   913,657             98,806              1,012,463           
2019                3                   1,153,404           149,777             1,303,181           
2019                4                   1,168,277           164,515             1,332,792           
2019                5                   1,262,156           204,071             1,466,227           
2019                6                   1,268,144           234,129             1,502,273           
2019                7                   1,317,968           210,143             1,528,111           
2019                8                   1,316,097           216,332             1,532,429           
2019                9                   1,114,852           176,042             1,290,894           
2019                10                  1,238,392           155,857             1,394,249           
2019                11                  1,138,477                                                   
2019                12                  1,178,385                                                   
2019                TOTAL               14,013,624          1,723,668           13,420,430          
2020                1                   986,338                                                     
2020                TOTAL               986,338             0                   0                   
