Year                Month               DOM                 INTER               TOTAL               
2013                3                   1,192,794           136,279             1,329,073           
2013                4                   1,137,687           122,413             1,260,100           
2013                5                   1,255,849           140,389             1,396,238           
2013                6                   1,433,511           166,796             1,600,307           
2013                7                   1,549,936           159,962             1,709,898           
2013                8                   1,562,472           181,624             1,744,096           
2013                9                   1,270,394           152,103             1,422,497           
2013                10                  1,192,701           138,107             1,330,808           
2013                11                  1,093,111           122,339             1,215,450           
2013                12                  1,253,570           139,015             1,392,585           
2013                TOTAL               14,949,556          1,692,150           16,641,706          
2014                1                   1,059,353           132,411             1,191,764           
2014                2                   1,001,389           116,673             1,118,062           
2014                3                   1,214,967           141,286             1,356,253           
2014                4                   1,204,716           132,401             1,337,117           
2014                5                   1,296,179           148,538             1,444,717           
2014                6                   1,533,121           175,193             1,708,314           
2014                7                   1,670,697           173,088             1,843,785           
2014                8                   1,714,870           200,461             1,915,331           
2014                9                   1,381,479           165,928             1,547,407           
2014                10                  1,326,791           149,400             1,476,191           
2014                11                  1,219,311           143,307             1,362,618           
2014                12                  1,373,679           164,523             1,538,202           
2014                TOTAL               15,996,552          1,843,209           17,839,761          
2015                1                   1,180,556           154,933             1,335,489           
2015                2                   1,113,548           145,979             1,259,527           
2015                3                   1,374,569           173,379             1,547,948           
2015                4                   1,362,556           165,531             1,528,087           
2015                5                   1,487,974           187,063             1,675,037           
2015                6                   1,712,182           204,943             1,917,125           
2015                7                   1,877,232           210,704             2,087,936           
2015                8                   1,912,172           232,340             2,144,512           
2015                9                   1,552,937           191,215             1,744,152           
2015                10                  1,491,063           177,576             1,668,639           
2015                11                  1,382,157           151,701             1,533,858           
2015                12                  1,508,794           175,227             1,684,021           
2015                TOTAL               17,955,740          2,170,591           20,126,331          
2016                1                   1,297,995           161,257             1,459,252           
2016                2                   1,256,271           152,615             1,408,886           
2016                3                   1,529,622           178,920             1,708,542           
2016                4                   1,484,864           178,337             1,663,201           
2016                5                   1,635,352           196,535             1,831,887           
2016                6                   1,881,634           219,684             2,101,318           
2016                7                   2,015,161           228,637             2,243,798           
2016                8                   2,057,429           240,776             2,298,205           
2016                9                   1,679,948           209,161             1,889,109           
2016                10                  1,586,543           190,751             1,777,294           
2016                11                  1,510,143           170,829             1,680,972           
2016                12                  1,574,435           211,415             1,785,850           
2016                TOTAL               19,509,397          2,338,917           21,848,314          
2017                1                   1,372,065           186,064             1,558,129           
2017                2                   1,271,930           169,852             1,441,782           
2017                3                   1,609,692           206,786             1,816,478           
2017                4                   1,577,544           199,991             1,777,535           
2017                5                   1,710,107           210,282             1,920,389           
2017                6                   1,906,816           225,125             2,131,941           
2017                7                   2,041,539           226,510             2,268,049           
2017                8                   2,103,765           245,024             2,348,789           
2017                9                   1,713,642           218,002             1,931,644           
2017                10                  1,651,745           202,747             1,854,492           
2017                11                  1,560,705           177,226             1,737,931           
2017                12                  1,612,801           203,688             1,816,489           
2017                TOTAL               20,132,351          2,471,297           22,603,648          
2018                1                   1,409,637           185,065             1,594,702           
2018                2                   1,356,498           175,895             1,532,393           
2018                3                   1,687,979           218,851             1,906,830           
2018                4                   1,677,545           211,008             1,888,553           
2018                5                   1,812,312           233,552             2,045,864           
2018                6                   2,049,112           255,672             2,304,784           
2018                7                   2,216,206           257,916             2,474,122           
2018                8                   2,238,368           275,563             2,513,931           
2018                9                   1,803,777           219,117             2,022,894           
2018                10                  1,753,967           206,201             1,960,168           
2018                11                  1,661,648           176,806             1,838,454           
2018                12                  1,714,241           204,309             1,918,550           
2018                TOTAL               21,381,290          2,619,955           24,001,245          
2019                1                   1,497,009           187,950             1,684,959           
2019                2                   1,363,151           184,737             1,547,888           
2019                3                   1,770,565           217,964             1,988,529           
2019                4                   1,695,670           215,676             1,911,346           
2019                5                   1,895,961           242,333             2,138,294           
2019                6                   2,108,587           263,985             2,372,572           
2019                7                   2,272,943           252,765             2,525,708           
2019                8                   2,291,950           275,657             2,567,607           
2019                9                   1,905,340           239,962             2,145,302           
2019                10                  1,849,384           234,853             2,084,237           
2019                11                  1,678,631                                                   
2019                12                  1,880,207                                                   
2019                TOTAL               22,209,398          2,315,882           20,966,442          
2020                1                   1,583,491                                                   
2020                TOTAL               1,583,491           0                   0                   
