Year                Month               DOM                 INTER               TOTAL               
2013                5                   1,687,464           128,144             1,815,608           
2013                6                   1,613,498           115,812             1,729,310           
2013                7                   1,620,437           120,499             1,740,936           
2013                8                   1,600,078           123,263             1,723,341           
2013                9                   1,509,122           125,129             1,634,251           
2013                10                  1,628,290           130,801             1,759,091           
2013                11                  1,447,377           121,959             1,569,336           
2013                12                  1,489,533           117,200             1,606,733           
2013                TOTAL               18,463,908          1,464,149           19,928,057          
2014                1                   1,429,685           117,680             1,547,365           
2014                2                   1,349,247           106,006             1,455,253           
2014                3                   1,664,657           136,081             1,800,738           
2014                4                   1,560,748           142,639             1,703,387           
2014                5                   1,655,834           144,144             1,799,978           
2014                6                   1,595,261           135,165             1,730,426           
2014                7                   1,629,762           144,748             1,774,510           
2014                8                   1,617,435           151,485             1,768,920           
2014                9                   1,537,826           146,115             1,683,941           
2014                10                  1,677,309           192,363             1,869,672           
2014                11                  1,452,779           125,283             1,578,062           
2014                12                  1,516,371           126,896             1,643,267           
2014                TOTAL               18,686,914          1,668,605           20,355,519          
2015                1                   1,443,963           125,181             1,569,144           
2015                2                   1,380,837           122,922             1,503,759           
2015                3                   1,699,803           156,913             1,856,716           
2015                4                   1,657,483           154,513             1,811,996           
2015                5                   1,744,176           155,464             1,899,640           
2015                6                   1,696,596           141,518             1,838,114           
2015                7                   1,790,881           152,103             1,942,984           
2015                8                   1,730,615           156,804             1,887,419           
2015                9                   1,653,815           154,743             1,808,558           
2015                10                  1,801,920           157,843             1,959,763           
2015                11                  1,618,316           139,079             1,757,395           
2015                12                  1,663,569           134,052             1,797,621           
2015                TOTAL               19,881,974          1,751,135           21,633,109          
2016                1                   1,552,765           131,756             1,684,521           
2016                2                   1,542,930           119,358             1,662,288           
2016                3                   1,815,465           144,492             1,959,957           
2016                4                   1,716,407           145,172             1,861,579           
2016                5                   1,782,659           157,913             1,940,572           
2016                6                   1,818,043           151,716             1,969,759           
2016                7                   1,835,236           159,464             1,994,700           
2016                8                   1,765,642           162,544             1,928,186           
2016                9                   1,782,214           166,067             1,948,281           
2016                10                  1,860,712           167,467             2,028,179           
2016                11                  1,691,892           144,746             1,836,638           
2016                12                  1,676,095           130,786             1,806,881           
2016                TOTAL               20,840,060          1,781,481           22,621,541          
2017                1                   1,604,885           136,848             1,741,733           
2017                2                   1,509,153           123,650             1,632,803           
2017                3                   1,892,854           143,001             2,035,855           
2017                4                   1,774,953           149,256             1,924,209           
2017                5                   1,841,376           151,169             1,992,545           
2017                6                   1,854,965           147,928             2,002,893           
2017                7                   1,907,809           166,824             2,074,633           
2017                8                   1,851,669           171,979             2,023,648           
2017                9                   1,784,429           163,403             1,947,832           
2017                10                  1,889,497           165,262             2,054,759           
2017                11                  1,716,952           143,916             1,860,868           
2017                12                  1,718,642           129,250             1,847,892           
2017                TOTAL               21,347,184          1,792,486           23,139,670          
2018                1                   1,650,829           138,917             1,789,746           
2018                2                   1,580,381           125,031             1,705,412           
2018                3                   1,925,747           150,159             2,075,906           
2018                4                   1,821,846           158,225             1,980,071           
2018                5                   1,894,947           165,210             2,060,157           
2018                6                   1,891,101           154,663             2,045,764           
2018                7                   1,932,807           177,651             2,110,458           
2018                8                   1,868,554           176,289             2,044,843           
2018                9                   1,765,832           152,971             1,918,803           
2018                10                  1,959,422           170,426             2,129,848           
2018                11                  1,782,293           144,454             1,926,747           
2018                12                  1,723,942           141,184             1,865,126           
2018                TOTAL               21,797,701          1,855,180           23,652,881          
2019                1                   1,677,981           148,504             1,826,485           
2019                2                   1,608,315           128,158             1,736,473           
2019                3                   1,960,417           143,888             2,104,305           
2019                4                   1,865,918           153,491             2,019,409           
2019                5                   2,020,916           154,785             2,175,701           
2019                6                   1,942,381           155,590             2,097,971           
2019                7                   1,975,127           164,316             2,139,443           
2019                8                   1,948,049           160,871             2,108,920           
2019                9                   1,879,820           152,108             2,031,928           
2019                10                  2,023,904           157,230             2,181,134           
2019                11                  1,824,856                                                   
2019                12                  1,916,743                                                   
2019                TOTAL               22,644,427          1,518,941           20,421,769          
2020                1                   1,823,949                                                   
2020                TOTAL               1,823,949           0                   0                   
