Year                Month               DOM                 INTER               TOTAL               
2005                TOTAL               21,176,327          8,085,115           29,261,442          
2006                1                   1,620,586           707,670             2,328,256           
2006                2                   1,488,747           555,834             2,044,581           
2006                3                   1,773,090           664,717             2,437,807           
2006                4                   1,765,271           685,137             2,450,408           
2006                5                   1,821,825           655,356             2,477,181           
2006                6                   1,913,344           671,602             2,584,946           
2006                7                   2,054,971           818,075             2,873,046           
2006                8                   1,975,731           797,502             2,773,233           
2006                9                   1,649,009           648,578             2,297,587           
2006                10                  1,765,099           586,863             2,351,962           
2006                11                  1,738,690           580,928             2,319,618           
2006                12                  1,762,701           633,600             2,396,301           
2006                TOTAL               21,329,064          8,005,862           29,334,926          
2007                1                   1,661,076           698,746             2,359,822           
2007                2                   1,524,686           557,807             2,082,493           
2007                3                   1,833,616           675,148             2,508,764           
2007                4                   1,808,483           699,892             2,508,375           
2007                5                   1,869,934           664,649             2,534,583           
2007                6                   1,972,064           697,275             2,669,339           
2007                7                   2,090,677           839,849             2,930,526           
2007                8                   2,072,513           826,708             2,899,221           
2007                9                   1,676,351           666,801             2,343,152           
2007                10                  1,789,619           642,532             2,432,151           
2007                11                  1,752,697           633,131             2,385,828           
2007                12                  1,761,561           681,537             2,443,098           
2007                TOTAL               21,813,277          8,284,075           30,097,352          
2008                1                   1,639,841           734,636             2,374,477           
2008                2                   1,542,586           581,761             2,124,347           
2008                3                   1,788,873           720,925             2,509,798           
2008                4                   1,712,715           691,669             2,404,384           
2008                5                   1,843,549           684,843             2,528,392           
2008                6                   1,937,595           703,676             2,641,271           
2008                7                   2,031,028           787,137             2,818,165           
2008                8                   1,978,126           788,413             2,766,539           
2008                9                   1,547,389           608,007             2,155,396           
2008                10                  1,643,271           576,414             2,219,685           
2008                11                  1,489,184           543,697             2,032,881           
2008                12                  1,627,696           602,305             2,230,001           
2008                TOTAL               20,781,853          8,023,483           28,805,336          
2009                1                   1,461,709           628,049             2,089,758           
2009                2                   1,352,842           495,735             1,848,577           
2009                3                   1,632,385           585,535             2,217,920           
2009                4                   1,648,883           607,159             2,256,042           
2009                5                   1,710,879           546,287             2,257,166           
2009                6                   1,830,563           583,709             2,414,272           
2009                7                   1,981,915           730,557             2,712,472           
2009                8                   1,928,385           747,798             2,676,183           
2009                9                   1,601,287           597,137             2,198,424           
2009                10                  1,713,874           591,253             2,305,127           
2009                11                  1,579,913           536,893             2,116,806           
2009                12                  1,700,995           633,944             2,334,939           
2009                TOTAL               20,143,630          7,284,056           27,427,686          
2010                1                   1,559,048           661,080             2,220,128           
2010                2                   1,383,317           528,588             1,911,905           
2010                3                   1,733,391           628,069             2,361,460           
2010                4                   1,705,788           613,982             2,319,770           
2010                5                   1,799,056           628,551             2,427,607           
2010                6                   1,928,067           658,570             2,586,637           
2010                7                   2,051,925           766,250             2,818,175           
2010                8                   2,008,042           743,283             2,751,325           
2010                9                   1,699,873           620,862             2,320,735           
2010                10                  1,821,917           601,025             2,422,942           
2010                11                  1,708,736           572,551             2,281,287           
2010                12                  1,785,547           631,287             2,416,834           
2010                TOTAL               21,184,707          7,654,098           28,838,805          
2011                1                   1,636,745           653,315             2,290,060           
2011                2                   1,484,557           546,910             2,031,467           
2011                3                   1,793,564           653,187             2,446,751           
2011                4                   1,797,605           659,493             2,457,098           
2011                5                   1,959,217           671,314             2,630,531           
2011                6                   2,054,418           700,046             2,754,464           
2011                7                   2,216,882           813,334             3,030,216           
2011                8                   2,120,566           800,299             2,920,865           
2011                9                   1,799,617           665,291             2,464,908           
2011                10                  1,902,320           639,870             2,542,190           
2011                11                  1,806,964           589,742             2,396,706           
2011                12                  1,876,019           658,474             2,534,493           
2011                TOTAL               22,448,474          8,051,275           30,499,749          
2012                1                   1,735,912           692,616             2,428,528           
2012                2                   1,629,781           570,846             2,200,627           
2012                3                   1,917,809           671,130             2,588,939           
2012                4                   1,886,442           675,755             2,562,197           
2012                5                   1,977,353           673,831             2,651,184           
2012                6                   2,077,039           724,963             2,802,002           
2012                7                   2,232,290           826,077             3,058,367           
2012                8                   2,182,344           807,754             2,990,098           
2012                9                   1,804,243           689,858             2,494,101           
2012                10                  1,911,920           640,934             2,552,854           
2012                11                  1,818,445           591,211             2,409,656           
2012                12                  1,869,460           652,925             2,522,385           
2012                TOTAL               23,043,038          8,217,900           31,260,938          
2013                1                   1,738,794           671,974             2,410,768           
2013                2                   1,593,620           563,663             2,157,283           
2013                3                   1,955,457           686,311             2,641,768           
2013                4                   1,919,275           688,584             2,607,859           
2013                5                   2,068,650           701,358             2,770,008           
2013                6                   2,212,599           760,257             2,972,856           
2013                7                   2,316,931           875,270             3,192,201           
2013                8                   2,206,364           861,472             3,067,836           
2013                9                   1,865,450           723,799             2,589,249           
2013                10                  2,013,179           678,553             2,691,732           
2013                11                  1,826,128           632,909             2,459,037           
2013                12                  2,144,772           716,901             2,861,673           
2013                TOTAL               23,861,219          8,561,051           32,422,270          
2014                1                   1,898,506           755,976             2,654,482           
2014                2                   1,696,159           586,653             2,282,812           
2014                3                   2,075,031           726,867             2,801,898           
2014                4                   2,032,885           756,253             2,789,138           
2014                5                   2,160,634           774,685             2,935,319           
2014                6                   2,281,006           815,092             3,096,098           
2014                7                   2,445,068           940,167             3,385,235           
2014                8                   2,323,503           933,183             3,256,686           
2014                9                   1,945,099           756,402             2,701,501           
2014                10                  2,098,754           738,098             2,836,852           
2014                11                  1,989,220           652,636             2,641,856           
2014                12                  2,164,700           743,688             2,908,388           
2014                TOTAL               25,110,565          9,179,700           34,290,265          
2015                1                   1,923,299           771,761             2,695,060           
2015                2                   1,798,878           632,635             2,431,513           
2015                3                   2,176,474           757,300             2,933,774           
2015                4                   2,114,586           775,086             2,889,672           
2015                5                   2,273,993           803,965             3,077,958           
2015                6                   2,381,626           852,063             3,233,689           
2015                7                   2,549,162           1,032,056           3,581,218           
2015                8                   2,435,853           1,026,424           3,462,277           
2015                9                   2,083,535           845,796             2,929,331           
2015                10                  2,278,894           797,324             3,076,218           
2015                11                  2,166,967           738,031             2,904,998           
2015                12                  2,303,800           814,129             3,117,929           
2015                TOTAL               26,487,067          9,846,570           36,333,637          
2016                1                   2,061,155           878,118             2,939,273           
2016                2                   1,941,068           727,503             2,668,571           
2016                3                   2,285,466           843,706             3,129,172           
2016                4                   2,246,178           861,846             3,108,024           
2016                5                   2,402,514           887,042             3,289,556           
2016                6                   2,632,568           978,482             3,611,050           
2016                7                   2,786,334           1,157,540           3,943,874           
2016                8                   2,610,210           1,115,776           3,725,986           
2016                9                   2,294,060           933,495             3,227,555           
2016                10                  2,438,440           905,112             3,343,552           
2016                11                  2,329,391           835,982             3,165,373           
2016                12                  2,406,616           920,138             3,326,754           
2016                TOTAL               28,434,000          11,044,740          39,478,740          
2017                1                   2,180,956           1,020,366           3,201,322           
2017                2                   1,948,203           765,510             2,713,713           
2017                3                   2,391,927           897,762             3,289,689           
2017                4                   2,382,776           999,625             3,382,401           
2017                5                   2,480,456           980,932             3,461,388           
2017                6                   2,622,027           1,060,235           3,682,262           
2017                7                   2,760,471           1,251,897           4,012,368           
2017                8                   2,658,248           1,237,713           3,895,961           
2017                9                   2,292,642           990,877             3,283,519           
2017                10                  2,524,538           954,600             3,479,138           
2017                11                  2,381,813           888,353             3,270,166           
2017                12                  2,435,219           964,614             3,399,833           
2017                TOTAL               29,059,276          12,012,484          41,071,760          
2018                1                   2,239,072           1,038,044           3,277,116           
2018                2                   2,094,309           859,005             2,953,314           
2018                3                   2,483,028           999,904             3,482,932           
2018                4                   2,462,684           1,051,794           3,514,478           
2018                5                   2,610,944           1,029,173           3,640,117           
2018                6                   2,701,026           1,117,760           3,818,786           
2018                7                   2,847,623           1,307,038           4,154,661           
2018                8                   2,720,915           1,257,617           3,978,532           
2018                9                   2,318,027           1,022,920           3,340,947           
2018                10                  2,532,157           1,018,303           3,550,460           
2018                11                  2,435,893           925,437             3,361,330           
2018                12                  2,496,662           972,300             3,468,962           
2018                TOTAL               29,942,340          12,599,295          42,541,635          
2019                1                   2,278,106           1,055,112           3,333,218           
2019                2                   2,101,707           835,316             2,937,023           
2019                3                   2,579,054           982,415             3,561,469           
2019                4                   2,486,396           1,073,496           3,559,892           
2019                5                   2,649,488           1,028,129           3,677,617           
2019                6                   2,737,197           1,117,426           3,854,623           
2019                7                   2,896,937           1,245,840           4,142,777           
2019                8                   2,772,863           1,220,046           3,992,909           
2019                9                   2,382,539           1,032,993           3,415,532           
2019                10                  2,506,431           978,117             3,484,548           
2019                11                  2,351,730                                                   
2019                12                  2,648,762                                                   
2019                TOTAL               30,391,210          10,568,890          35,959,608          
2020                1                   2,275,248                                                   
2020                TOTAL               2,275,248           0                   0                   
