Year                Month               DOM                 INTER               TOTAL               
2007                4                   1,414,883           326,133             1,741,016           
2007                5                   1,465,677           294,876             1,760,553           
2007                6                   1,492,833           341,503             1,834,336           
2007                7                   1,502,860           395,341             1,898,201           
2007                8                   1,492,733           374,445             1,867,178           
2007                9                   1,269,934           259,319             1,529,253           
2007                10                  1,436,936           262,625             1,699,561           
2007                11                  1,395,752           275,000             1,670,752           
2007                12                  1,442,594           297,531             1,740,125           
2007                TOTAL               16,983,759          3,746,373           20,730,132          
2008                1                   1,311,078           325,717             1,636,795           
2008                2                   1,285,045           291,998             1,577,043           
2008                3                   1,467,092           372,338             1,839,430           
2008                4                   1,373,453           328,199             1,701,652           
2008                5                   1,460,992           315,785             1,776,777           
2008                6                   1,469,784           348,563             1,818,347           
2008                7                   1,493,486           400,479             1,893,965           
2008                8                   1,453,740           394,563             1,848,303           
2008                9                   1,018,725           212,987             1,231,712           
2008                10                  1,302,530           258,763             1,561,293           
2008                11                  1,217,352           267,248             1,484,600           
2008                12                  1,343,103           300,004             1,643,107           
2008                TOTAL               16,196,380          3,816,644           20,013,024          
2009                1                   1,143,786           320,989             1,464,775           
2009                2                   1,082,914           261,465             1,344,379           
2009                3                   1,340,498           338,959             1,679,457           
2009                4                   1,260,938           323,633             1,584,571           
2009                5                   1,316,582           253,770             1,570,352           
2009                6                   1,405,602           339,384             1,744,986           
2009                7                   1,484,097           403,843             1,887,940           
2009                8                   1,398,861           407,191             1,806,052           
2009                9                   1,168,325           251,389             1,419,714           
2009                10                  1,299,521           275,719             1,575,240           
2009                11                  1,235,771           283,640             1,519,411           
2009                12                  1,342,003           328,030             1,670,033           
2009                TOTAL               15,478,898          3,788,012           19,266,910          
2010                1                   1,146,233           356,089             1,502,322           
2010                2                   1,094,429           288,381             1,382,810           
2010                3                   1,305,091           357,371             1,662,462           
2010                4                   1,219,968           327,807             1,547,775           
2010                5                   1,320,284           323,105             1,643,389           
2010                6                   1,405,142           357,465             1,762,607           
2010                7                   1,434,740           442,869             1,877,609           
2010                8                   1,366,735           408,789             1,775,524           
2010                9                   1,170,021           286,654             1,456,675           
2010                10                  1,316,908           317,660             1,634,568           
2010                11                  1,256,948           315,622             1,572,570           
2010                12                  1,330,158           362,152             1,692,310           
2010                TOTAL               15,366,657          4,143,964           19,510,621          
2011                1                   1,137,279           380,327             1,517,606           
2011                2                   1,005,791           296,259             1,302,050           
2011                3                   1,292,702           377,701             1,670,403           
2011                4                   1,200,540           359,782             1,560,322           
2011                5                   1,334,220           347,189             1,681,409           
2011                6                   1,387,964           367,663             1,755,627           
2011                7                   1,460,411           455,097             1,915,508           
2011                8                   1,349,588           405,326             1,754,914           
2011                9                   1,146,986           275,955             1,422,941           
2011                10                  1,238,604           287,966             1,526,570           
2011                11                  1,234,920           297,384             1,532,304           
2011                12                  1,302,707           350,339             1,653,046           
2011                TOTAL               15,091,712          4,200,988           19,292,700          
2012                1                   1,112,054           376,707             1,488,761           
2012                2                   1,082,495           306,192             1,388,687           
2012                3                   1,279,319           383,275             1,662,594           
2012                4                   1,228,233           367,569             1,595,802           
2012                5                   1,301,573           333,228             1,634,801           
2012                6                   1,341,890           376,896             1,718,786           
2012                7                   1,365,977           453,105             1,819,082           
2012                8                   1,303,516           413,754             1,717,270           
2012                9                   1,112,143           298,791             1,410,934           
2012                10                  1,223,129           300,555             1,523,684           
2012                11                  1,200,182           304,955             1,505,137           
2012                12                  1,220,193           341,586             1,561,779           
2012                TOTAL               14,770,704          4,256,613           19,027,317          
2013                1                   1,128,657           367,102             1,495,759           
2013                2                   1,064,225           294,807             1,359,032           
2013                3                   1,271,482           395,165             1,666,647           
2013                4                   1,146,630           355,994             1,502,624           
2013                5                   1,266,875           347,097             1,613,972           
2013                6                   1,323,552           384,707             1,708,259           
2013                7                   1,318,602           466,666             1,785,268           
2013                8                   1,264,269           416,658             1,680,927           
2013                9                   1,115,704           306,967             1,422,671           
2013                10                  1,224,657           322,107             1,546,764           
2013                11                  1,178,602           326,540             1,505,142           
2013                12                  1,292,367           376,839             1,669,206           
2013                TOTAL               14,595,622          4,360,649           18,956,271          
2014                1                   1,127,607           400,002             1,527,609           
2014                2                   1,087,103           329,160             1,416,263           
2014                3                   1,299,870           422,178             1,722,048           
2014                4                   1,155,499           400,388             1,555,887           
2014                5                   1,297,366           397,572             1,694,938           
2014                6                   1,307,500           424,977             1,732,477           
2014                7                   1,353,719           505,602             1,859,321           
2014                8                   1,305,253           463,815             1,769,068           
2014                9                   1,183,318           330,341             1,513,659           
2014                10                  1,319,398           336,855             1,656,253           
2014                11                  1,254,123           347,174             1,601,297           
2014                12                  1,335,365           395,083             1,730,448           
2014                TOTAL               15,026,121          4,753,147           19,779,268          
2015                1                   1,165,391           431,793             1,597,184           
2015                2                   1,107,160           339,122             1,446,282           
2015                3                   1,294,779           447,579             1,742,358           
2015                4                   1,216,794           391,958             1,608,752           
2015                5                   1,336,934           411,450             1,748,384           
2015                6                   1,379,038           457,016             1,836,054           
2015                7                   1,407,770           568,534             1,976,304           
2015                8                   1,331,859           527,264             1,859,123           
2015                9                   1,193,433           358,438             1,551,871           
2015                10                  1,363,896           382,186             1,746,082           
2015                11                  1,319,447           393,477             1,712,924           
2015                12                  1,365,685           453,887             1,819,572           
2015                TOTAL               15,482,186          5,162,704           20,644,890          
2016                1                   1,195,508           485,414             1,680,922           
2016                2                   1,122,320           380,087             1,502,407           
2016                3                   1,252,238           466,573             1,718,811           
2016                4                   1,135,729           406,444             1,542,173           
2016                5                   1,272,081           426,709             1,698,790           
2016                6                   1,306,222           483,505             1,789,727           
2016                7                   1,321,648           570,114             1,891,762           
2016                8                   1,243,143           511,975             1,755,118           
2016                9                   1,139,649           377,163             1,516,812           
2016                10                  1,265,515           388,479             1,653,994           
2016                11                  1,219,383           378,820             1,598,203           
2016                12                  1,288,556           439,881             1,728,437           
2016                TOTAL               14,761,992          5,315,164           20,077,156          
2017                1                   1,151,195           457,512             1,608,707           
2017                2                   1,061,602           351,063             1,412,665           
2017                3                   1,273,882           435,553             1,709,435           
2017                4                   1,159,460           425,864             1,585,324           
2017                5                   1,294,485           405,427             1,699,912           
2017                6                   1,332,647           472,712             1,805,359           
2017                7                   1,358,881           571,969             1,930,850           
2017                8                   1,073,740           425,692             1,499,432           
2017                9                   967,774             337,380             1,305,154           
2017                10                  1,267,565           371,128             1,638,693           
2017                11                  1,275,304           368,538             1,643,842           
2017                12                  1,316,999           415,686             1,732,685           
2017                TOTAL               14,533,534          5,038,524           19,572,058          
2018                1                   1,137,135           448,583             1,585,718           
2018                2                   1,109,201           358,970             1,468,171           
2018                3                   1,331,891           464,962             1,796,853           
2018                4                   1,274,531           431,738             1,706,269           
2018                5                   1,367,587           399,891             1,767,478           
2018                6                   1,449,244           473,093             1,922,337           
2018                7                   1,499,382           569,214             2,068,596           
2018                8                   1,414,495           502,581             1,917,076           
2018                9                   1,232,720           354,742             1,587,462           
2018                10                  1,378,896           386,650             1,765,546           
2018                11                  1,369,070           401,786             1,770,856           
2018                12                  1,365,115           436,294             1,801,409           
2018                TOTAL               15,929,267          5,228,504           21,157,771          
2019                1                   1,259,459           464,981             1,724,440           
2019                2                   1,174,432           370,993             1,545,425           
2019                3                   1,439,969           474,047             1,914,016           
2019                4                   1,334,501           443,793             1,778,294           
2019                5                   1,430,225           432,799             1,863,024           
2019                6                   1,466,684           487,642             1,954,326           
2019                7                   1,517,082           576,499             2,093,581           
2019                8                   1,402,619           522,766             1,925,385           
2019                9                   1,195,952           371,975             1,567,927           
2019                10                  1,422,945           409,733             1,832,678           
2019                11                  1,335,384                                                   
2019                12                  1,470,986                                                   
2019                TOTAL               16,450,238          4,555,228           18,199,096          
2020                1                   1,292,961                                                   
2020                TOTAL               1,292,961           0                   0                   
