Year                Month               DOM                 INTER               TOTAL               
2011                1                   777,171             35,182              812,353             
2011                2                   747,344             31,358              778,702             
2011                3                   945,079             40,246              985,325             
2011                4                   970,037             39,957              1,009,994           
2011                5                   1,023,997           51,476              1,075,473           
2011                6                   1,029,592           48,835              1,078,427           
2011                7                   1,067,331           53,346              1,120,677           
2011                8                   1,045,938           55,467              1,101,405           
2011                9                   921,129             50,006              971,135             
2011                10                  993,143             49,040              1,042,183           
2011                11                  963,731             42,121              1,005,852           
2011                12                  960,583             41,213              1,001,796           
2011                TOTAL               11,445,075          538,247             11,983,322          
2012                1                   809,313             41,200              850,513             
2012                2                   794,891             38,829              833,720             
2012                3                   965,765             47,483              1,013,248           
2012                4                   1,036,629           48,764              1,085,393           
2012                5                   1,061,869           56,571              1,118,440           
2012                6                   1,056,572           67,640              1,124,212           
2012                7                   1,125,493           77,473              1,202,966           
2012                8                   1,195,265           91,113              1,286,378           
2012                9                   979,647             73,627              1,053,274           
2012                10                  1,031,281           69,996              1,101,277           
2012                11                  956,994             56,464              1,013,458           
2012                12                  1,054,724           59,687              1,114,411           
2012                TOTAL               12,068,443          728,847             12,797,290          
2013                1                   916,970             59,410              976,380             
2013                2                   847,033             52,664              899,697             
2013                3                   1,093,938           70,381              1,164,319           
2013                4                   1,038,782           66,061              1,104,843           
2013                5                   1,095,281           72,407              1,167,688           
2013                6                   1,091,153           78,878              1,170,031           
2013                7                   1,139,522           85,665              1,225,187           
2013                8                   1,172,878           97,452              1,270,330           
2013                9                   957,270             76,273              1,033,543           
2013                10                  1,088,324           78,753              1,167,077           
2013                11                  980,035             65,373              1,045,408           
2013                12                  1,096,456           69,936              1,166,392           
2013                TOTAL               12,517,642          873,253             13,390,895          
2014                1                   874,070             62,765              936,835             
2014                2                   793,824             56,372              850,196             
2014                3                   1,046,360           75,559              1,121,919           
2014                4                   1,091,353           75,653              1,167,006           
2014                5                   1,122,697           87,301              1,209,998           
2014                6                   1,115,340           82,481              1,197,821           
2014                7                   1,168,189           84,445              1,252,634           
2014                8                   1,173,474           98,369              1,271,843           
2014                9                   977,207             81,774              1,058,981           
2014                10                  1,105,269           70,144              1,175,413           
2014                11                  1,014,868           67,022              1,081,890           
2014                12                  1,124,994           69,479              1,194,473           
2014                TOTAL               12,607,645          911,364             13,519,009          
2015                1                   856,233             58,048              914,281             
2015                2                   859,733             56,326              916,059             
2015                3                   1,093,517           72,221              1,165,738           
2015                4                   1,133,232           73,935              1,207,167           
2015                5                   1,160,253           89,318              1,249,571           
2015                6                   1,190,178           90,243              1,280,421           
2015                7                   1,269,970           94,446              1,364,416           
2015                8                   1,258,173           97,184              1,355,357           
2015                9                   1,077,285           83,522              1,160,807           
2015                10                  1,207,247           81,250              1,288,497           
2015                11                  1,116,376           67,433              1,183,809           
2015                12                  1,159,015           74,288              1,233,303           
2015                TOTAL               13,381,212          938,214             14,319,426          
2016                1                   952,412             61,414              1,013,826           
2016                2                   940,003             60,025              1,000,028           
2016                3                   1,194,997           79,033              1,274,030           
2016                4                   1,179,402           73,908              1,253,310           
2016                5                   1,223,579           95,818              1,319,397           
2016                6                   1,250,835           94,501              1,345,336           
2016                7                   1,251,950           97,878              1,349,828           
2016                8                   1,236,943           102,559             1,339,502           
2016                9                   1,083,869           93,504              1,177,373           
2016                10                  1,167,033           89,396              1,256,429           
2016                11                  1,133,983           79,719              1,213,702           
2016                12                  1,134,117           81,012              1,215,129           
2016                TOTAL               13,749,123          1,008,767           14,757,890          
2017                1                   950,587             70,344              1,020,931           
2017                2                   859,324             63,604              922,928             
2017                3                   1,113,394           78,274              1,191,668           
2017                4                   1,132,123           84,203              1,216,326           
2017                5                   1,185,963           100,377             1,286,340           
2017                6                   1,203,532           101,540             1,305,072           
2017                7                   1,211,407           99,511              1,310,918           
2017                8                   1,241,801           106,919             1,348,720           
2017                9                   1,050,762           95,977              1,146,739           
2017                10                  1,234,005           98,892              1,332,897           
2017                11                  1,174,131           88,190              1,262,321           
2017                12                  1,171,000           87,320              1,258,320           
2017                TOTAL               13,528,029          1,075,151           14,603,180          
2018                1                   955,257             69,974              1,025,231           
2018                2                   930,804             72,003              1,002,807           
2018                3                   1,144,868           84,561              1,229,429           
2018                4                   1,167,189           86,006              1,253,195           
2018                5                   1,234,680           110,583             1,345,263           
2018                6                   1,272,594           109,732             1,382,326           
2018                7                   1,290,784           108,453             1,399,237           
2018                8                   1,287,638           114,071             1,401,709           
2018                9                   1,058,819           99,357              1,158,176           
2018                10                  1,229,245           101,827             1,331,072           
2018                11                  1,183,823           90,219              1,274,042           
2018                12                  1,185,565           89,014              1,274,579           
2018                TOTAL               13,941,266          1,135,800           15,077,066          
2019                1                   961,578             72,610              1,034,188           
2019                2                   933,528             70,342              1,003,870           
2019                3                   1,170,744           87,674              1,258,418           
2019                4                   1,220,086           90,531              1,310,617           
2019                5                   1,281,516           105,102             1,386,618           
2019                6                   1,281,659           105,303             1,386,962           
2019                7                   1,325,201           107,438             1,432,639           
2019                8                   1,317,271           113,601             1,430,872           
2019                9                   1,131,644           102,970             1,234,614           
2019                10                  1,229,716           96,970              1,326,686           
2019                11                  1,147,513                                                   
2019                12                  1,269,004                                                   
2019                TOTAL               14,269,460          952,541             12,805,484          
2020                1                   991,280                                                     
2020                TOTAL               991,280             0                   0                   
