Year                Month               DOM                 INTER               TOTAL               
2010                12                  1,105,035           83,843              1,188,878           
2010                TOTAL               14,357,124          1,131,606           15,488,730          
2011                1                   1,042,277           94,489              1,136,766           
2011                2                   961,762             94,366              1,056,128           
2011                3                   1,282,441           123,623             1,406,064           
2011                4                   1,128,011           86,591              1,214,602           
2011                5                   1,237,996           93,843              1,331,839           
2011                6                   1,400,635           97,528              1,498,163           
2011                7                   1,513,587           100,156             1,613,743           
2011                8                   1,470,361           100,964             1,571,325           
2011                9                   1,223,144           87,440              1,310,584           
2011                10                  1,257,864           81,826              1,339,690           
2011                11                  1,132,926           64,890              1,197,816           
2011                12                  1,112,048           78,377              1,190,425           
2011                TOTAL               14,763,052          1,104,093           15,867,145          
2012                1                   1,036,511           90,103              1,126,614           
2012                2                   1,030,545           99,975              1,130,520           
2012                3                   1,304,279           133,371             1,437,650           
2012                4                   1,140,878           75,164              1,216,042           
2012                5                   1,229,530           85,812              1,315,342           
2012                6                   1,396,831           93,524              1,490,355           
2012                7                   1,478,756           94,202              1,572,958           
2012                8                   1,474,488           98,419              1,572,907           
2012                9                   1,183,175           83,530              1,266,705           
2012                10                  1,284,775           80,172              1,364,947           
2012                11                  1,161,880           67,358              1,229,238           
2012                12                  1,113,272           80,190              1,193,462           
2012                TOTAL               14,834,920          1,081,820           15,916,740          
2013                1                   1,073,192           91,804              1,164,996           
2013                2                   1,036,705           100,752             1,137,457           
2013                3                   1,322,018           130,741             1,452,759           
2013                4                   1,170,636           77,945              1,248,581           
2013                5                   1,270,649           92,200              1,362,849           
2013                6                   1,401,851           104,270             1,506,121           
2013                7                   1,481,030           102,730             1,583,760           
2013                8                   1,482,080           110,495             1,592,575           
2013                9                   1,223,099           90,278              1,313,377           
2013                10                  1,289,521           82,325              1,371,846           
2013                11                  1,136,761           66,888              1,203,649           
2013                12                  1,226,373           84,651              1,311,024           
2013                TOTAL               15,113,915          1,135,079           16,248,994          
2014                1                   1,109,560           95,884              1,205,444           
2014                2                   1,079,239           109,762             1,189,001           
2014                3                   1,422,981           142,537             1,565,518           
2014                4                   1,231,600           83,053              1,314,653           
2014                5                   1,322,080           91,384              1,413,464           
2014                6                   1,452,389           105,430             1,557,819           
2014                7                   1,564,523           105,164             1,669,687           
2014                8                   1,526,586           111,980             1,638,566           
2014                9                   1,283,181           90,422              1,373,603           
2014                10                  1,358,098           81,666              1,439,764           
2014                11                  1,167,342           68,102              1,235,444           
2014                12                  1,253,765           89,202              1,342,967           
2014                TOTAL               15,771,344          1,174,586           16,945,930          
2015                1                   1,143,519           116,026             1,259,545           
2015                2                   1,112,921           124,498             1,237,419           
2015                3                   1,428,037           154,129             1,582,166           
2015                4                   1,261,045           92,380              1,353,425           
2015                5                   1,359,386           100,453             1,459,839           
2015                6                   1,441,354           110,152             1,551,506           
2015                7                   1,614,267           111,651             1,725,918           
2015                8                   1,588,914           114,868             1,703,782           
2015                9                   1,363,681           99,020              1,462,701           
2015                10                  1,445,615           92,086              1,537,701           
2015                11                  1,277,875           75,304              1,353,179           
2015                12                  1,285,103           100,471             1,385,574           
2015                TOTAL               16,321,717          1,291,038           17,612,755          
2016                1                   1,183,533           132,267             1,315,800           
2016                2                   1,142,394           139,313             1,281,707           
2016                3                   1,444,320           168,292             1,612,612           
2016                4                   1,309,369           104,176             1,413,545           
2016                5                   1,413,494           103,485             1,516,979           
2016                6                   1,550,710           127,692             1,678,402           
2016                7                   1,644,410           126,823             1,771,233           
2016                8                   1,518,507           120,545             1,639,052           
2016                9                   1,396,600           101,335             1,497,935           
2016                10                  1,475,065           85,455              1,560,520           
2016                11                  1,320,236           73,369              1,393,605           
2016                12                  1,309,932           101,733             1,411,665           
2016                TOTAL               16,708,570          1,384,485           18,093,055          
2017                1                   1,184,402           125,675             1,310,077           
2017                2                   1,134,372           135,989             1,270,361           
2017                3                   1,510,173           173,892             1,684,065           
2017                4                   1,331,922           115,404             1,447,326           
2017                5                   1,424,275           115,253             1,539,528           
2017                6                   1,552,839           123,513             1,676,352           
2017                7                   1,643,062           123,007             1,766,069           
2017                8                   1,641,062           127,733             1,768,795           
2017                9                   1,366,364           108,435             1,474,799           
2017                10                  1,479,182           96,264              1,575,446           
2017                11                  1,347,025           88,317              1,435,342           
2017                12                  1,312,556           112,044             1,424,600           
2017                TOTAL               16,927,234          1,445,526           18,372,760          
2018                1                   1,173,326           129,785             1,303,111           
2018                2                   1,191,311           140,741             1,332,052           
2018                3                   1,486,299           182,230             1,668,529           
2018                4                   1,292,750           110,014             1,402,764           
2018                5                   1,350,428           114,355             1,464,783           
2018                6                   1,572,547           130,609             1,703,156           
2018                7                   1,647,348           124,836             1,772,184           
2018                8                   1,669,580           134,008             1,803,588           
2018                9                   1,372,899           111,936             1,484,835           
2018                10                  1,463,024           98,967              1,561,991           
2018                11                  1,333,692           87,775              1,421,467           
2018                12                  1,292,098           112,039             1,404,137           
2018                TOTAL               16,845,302          1,477,295           18,322,597          
2019                1                   1,209,840           127,871             1,337,711           
2019                2                   1,137,965           135,331             1,273,296           
2019                3                   1,536,236           182,363             1,718,599           
2019                4                   1,352,868           112,987             1,465,855           
2019                5                   1,477,690           131,523             1,609,213           
2019                6                   1,620,394           145,175             1,765,569           
2019                7                   1,728,822           138,143             1,866,965           
2019                8                   1,706,050           148,048             1,854,098           
2019                9                   1,460,228           134,019             1,594,247           
2019                10                  1,534,656           119,509             1,654,165           
2019                11                  1,332,287                                                   
2019                12                  1,438,394                                                   
2019                TOTAL               17,535,430          1,374,969           16,139,718          
2020                1                   1,276,999                                                   
2020                TOTAL               1,276,999           0                   0                   
