Year                Month               DOM                 INTER               TOTAL               
2011                1                   942,303             132,383             1,074,686           
2011                2                   872,278             112,978             985,256             
2011                3                   1,161,143           149,310             1,310,453           
2011                4                   1,099,002           171,149             1,270,151           
2011                5                   1,176,968           174,737             1,351,705           
2011                6                   1,163,916           182,103             1,346,019           
2011                7                   1,184,606           213,078             1,397,684           
2011                8                   1,155,258           197,003             1,352,261           
2011                9                   1,064,533           156,761             1,221,294           
2011                10                  1,109,721           160,120             1,269,841           
2011                11                  1,068,706           120,449             1,189,155           
2011                12                  1,045,868           126,050             1,171,918           
2011                TOTAL               13,044,302          1,896,121           14,940,423          
2012                1                   964,773             131,203             1,095,976           
2012                2                   921,059             115,279             1,036,338           
2012                3                   1,095,293           159,900             1,255,193           
2012                4                   1,077,637           171,241             1,248,878           
2012                5                   1,126,181           168,563             1,294,744           
2012                6                   1,114,694           181,919             1,296,613           
2012                7                   1,120,834           203,905             1,324,739           
2012                8                   1,168,035           193,217             1,361,252           
2012                9                   1,019,611           155,435             1,175,046           
2012                10                  1,039,767           144,916             1,184,683           
2012                11                  1,076,539           122,811             1,199,350           
2012                12                  1,024,682           128,651             1,153,333           
2012                TOTAL               12,749,105          1,877,040           14,626,145          
2013                1                   962,167             130,158             1,092,325           
2013                2                   942,262             124,490             1,066,752           
2013                3                   1,113,638           162,584             1,276,222           
2013                4                   1,084,726           158,854             1,243,580           
2013                5                   1,133,361           174,585             1,307,946           
2013                6                   1,114,697           193,462             1,308,159           
2013                7                   1,135,566           221,216             1,356,782           
2013                8                   1,166,605           212,362             1,378,967           
2013                9                   1,025,698           152,730             1,178,428           
2013                10                  1,086,907           155,365             1,242,272           
2013                11                  1,007,500           129,860             1,137,360           
2013                12                  1,031,470           131,634             1,163,104           
2013                TOTAL               12,804,597          1,947,300           14,751,897          
2014                1                   949,104             122,735             1,071,839           
2014                2                   847,452             106,001             953,453             
2014                3                   1,119,534           153,406             1,272,940           
2014                4                   1,119,134           172,891             1,292,025           
2014                5                   1,172,742           180,941             1,353,683           
2014                6                   1,131,214           196,855             1,328,069           
2014                7                   1,158,913           230,892             1,389,805           
2014                8                   1,188,878           228,432             1,417,310           
2014                9                   1,040,099           164,907             1,205,006           
2014                10                  1,113,931           157,411             1,271,342           
2014                11                  994,786             128,588             1,123,374           
2014                12                  991,986             133,666             1,125,652           
2014                TOTAL               12,827,773          1,976,725           14,804,498          
2015                1                   889,227             135,564             1,024,791           
2015                2                   873,440             111,922             985,362             
2015                3                   1,067,515           149,515             1,217,030           
2015                4                   1,113,120           166,312             1,279,432           
2015                5                   1,167,506           185,484             1,352,990           
2015                6                   1,167,558           199,298             1,366,856           
2015                7                   1,231,536           231,201             1,462,737           
2015                8                   1,239,347           228,127             1,467,474           
2015                9                   1,097,603           166,293             1,263,896           
2015                10                  1,148,935           170,984             1,319,919           
2015                11                  1,095,168           134,028             1,229,196           
2015                12                  1,035,144           129,171             1,164,315           
2015                TOTAL               13,126,099          2,007,899           15,133,998          
2016                1                   909,666             127,921             1,037,587           
2016                2                   885,864             103,854             989,718             
2016                3                   1,107,555           152,905             1,260,460           
2016                4                   1,093,917           152,670             1,246,587           
2016                5                   1,159,540           164,028             1,323,568           
2016                6                   1,160,931           183,119             1,344,050           
2016                7                   1,166,658           227,538             1,394,196           
2016                8                   1,177,167           206,624             1,383,791           
2016                9                   1,053,501           155,818             1,209,319           
2016                10                  1,091,753           152,632             1,244,385           
2016                11                  1,013,322           108,812             1,122,134           
2016                12                  962,516             118,166             1,080,682           
2016                TOTAL               12,782,390          1,854,087           14,636,477          
2017                1                   893,358             114,159             1,007,517           
2017                2                   824,439             87,308              911,747             
2017                3                   1,057,033           127,831             1,184,864           
2017                4                   1,079,513           156,764             1,236,277           
2017                5                   1,121,721           169,097             1,290,818           
2017                6                   1,118,440           183,899             1,302,339           
2017                7                   1,120,388           220,553             1,340,941           
2017                8                   1,146,611           204,121             1,350,732           
2017                9                   993,141             150,248             1,143,389           
2017                10                  1,104,372           151,899             1,256,271           
2017                11                  1,056,768           109,849             1,166,617           
2017                12                  1,032,310           122,215             1,154,525           
2017                TOTAL               12,548,094          1,797,943           14,346,037          
2018                1                   923,476             116,882             1,040,358           
2018                2                   912,321             94,906              1,007,227           
2018                3                   1,054,007           129,587             1,183,594           
2018                4                   1,151,400           159,073             1,310,473           
2018                5                   1,215,844           178,058             1,393,902           
2018                6                   1,263,166           204,252             1,467,418           
2018                7                   1,236,591           240,341             1,476,932           
2018                8                   1,241,968           223,343             1,465,311           
2018                9                   1,059,965           159,440             1,219,405           
2018                10                  1,146,933           175,410             1,322,343           
2018                11                  1,101,795           119,052             1,220,847           
2018                12                  1,080,014           129,911             1,209,925           
2018                TOTAL               13,387,480          1,930,255           15,317,735          
2019                1                   934,824             123,994             1,058,818           
2019                2                   906,994             97,525              1,004,519           
2019                3                   1,184,676           146,691             1,331,367           
2019                4                   1,172,582           169,201             1,341,783           
2019                5                   1,303,933           184,582             1,488,515           
2019                6                   1,270,880           212,430             1,483,310           
2019                7                   1,293,457           246,786             1,540,243           
2019                8                   1,329,026           233,506             1,562,532           
2019                9                   1,125,855           173,478             1,299,333           
2019                10                  1,226,918           172,186             1,399,104           
2019                11                  1,146,614                                                   
2019                12                  1,166,813                                                   
2019                TOTAL               14,062,572          1,760,379           13,509,524          
2020                1                   979,545                                                     
2020                TOTAL               979,545             0                   0                   
